stress_axis,stress_level,method,task_success,task_success_ci95,correction_efficiency,correction_efficiency_ci95,damage,damage_ci95,intervention_magnitude,intervention_magnitude_ci95,boundary_error,boundary_error_ci95,intent_preservation,intent_preservation_ci95,unsafe_override,unsafe_override_ci95,robust_utility,robust_utility_ci95
intent_ambiguity,0.2,residual_correction_learner,0.34250,0.02947,0.41342,0.03906,0.04917,0.01046,0.38166,0.01341,0.48451,0.02384,0.56898,0.00782,0.13667,0.01582,0.45896,0.04181
intent_ambiguity,0.2,uncertainty_query_policy,0.40583,0.02623,0.47737,0.04038,0.06083,0.01652,0.49308,0.01248,0.33456,0.01543,0.57888,0.00514,0.14333,0.01835,0.52070,0.03550
intent_ambiguity,0.2,active_entropy_query_policy,0.43167,0.02134,0.57542,0.03447,0.04917,0.01450,0.44569,0.00823,0.26763,0.00776,0.58555,0.00442,0.10417,0.01404,0.59096,0.03057
intent_ambiguity,0.2,robust_mpc_correction,0.56917,0.02081,0.79961,0.03633,0.04583,0.01011,0.56766,0.01023,0.10703,0.00433,0.56595,0.00481,0.02500,0.00422,0.78895,0.02982
intent_ambiguity,0.2,minimum_intervention_boundary_learner_v5,0.49500,0.02658,0.67009,0.03944,0.04500,0.01094,0.49710,0.00856,0.18630,0.00635,0.59252,0.00436,0.01417,0.00691,0.69875,0.03491
intent_ambiguity,0.2,oracle_minimal_correction,0.60333,0.01809,0.81233,0.03140,0.04250,0.01101,0.51943,0.00971,0.12069,0.00812,0.58145,0.00480,0.00417,0.00365,0.83937,0.02452
intent_ambiguity,0.4,full_demo_imitation,0.33333,0.02600,0.34037,0.02672,0.07250,0.01335,0.51353,0.01167,0.51605,0.02098,0.57152,0.00819,0.13833,0.02778,0.39492,0.03291
intent_ambiguity,0.4,residual_correction_learner,0.29750,0.03156,0.34164,0.03399,0.04917,0.00988,0.35553,0.01154,0.54025,0.01887,0.54543,0.01033,0.14833,0.01735,0.39406,0.04063
intent_ambiguity,0.4,uncertainty_query_policy,0.38333,0.02023,0.44026,0.02444,0.06250,0.01620,0.47259,0.00694,0.36483,0.01316,0.55366,0.00904,0.13083,0.01482,0.49098,0.03114
intent_ambiguity,0.4,active_entropy_query_policy,0.41000,0.02358,0.53961,0.03079,0.05333,0.01759,0.42878,0.00697,0.28558,0.00890,0.55023,0.00974,0.10500,0.01600,0.55524,0.03431
intent_ambiguity,0.4,robust_mpc_correction,0.57083,0.03437,0.79900,0.05064,0.04917,0.00988,0.56429,0.00703,0.10965,0.00560,0.53299,0.00944,0.03000,0.00815,0.78315,0.04382
intent_ambiguity,0.4,minimum_intervention_boundary_learner_v5,0.47917,0.03004,0.64862,0.03764,0.04750,0.01090,0.48763,0.00714,0.19229,0.01036,0.55416,0.00924,0.01917,0.00772,0.67111,0.03678
intent_ambiguity,0.4,oracle_minimal_correction,0.59250,0.01909,0.80160,0.03056,0.04833,0.01237,0.51483,0.00800,0.12273,0.00848,0.55165,0.00910,0.00833,0.00487,0.81826,0.02638
intent_ambiguity,0.6,full_demo_imitation,0.30167,0.02005,0.29957,0.02359,0.07167,0.01690,0.50963,0.01379,0.56278,0.01794,0.55814,0.00875,0.13583,0.02081,0.35379,0.02916
intent_ambiguity,0.6,residual_correction_learner,0.29083,0.03271,0.32690,0.03252,0.04917,0.01101,0.34286,0.00817,0.56656,0.01667,0.52486,0.00626,0.14083,0.01490,0.38434,0.04117
intent_ambiguity,0.6,uncertainty_query_policy,0.36333,0.02011,0.41023,0.02672,0.05833,0.01441,0.46058,0.01176,0.39981,0.01429,0.53550,0.00823,0.13000,0.01742,0.46538,0.02958
intent_ambiguity,0.6,active_entropy_query_policy,0.40833,0.03089,0.53747,0.04147,0.05500,0.01582,0.41328,0.00997,0.29856,0.01414,0.51511,0.00625,0.10833,0.01420,0.54805,0.04259
intent_ambiguity,0.6,robust_mpc_correction,0.56250,0.03251,0.79052,0.04910,0.05417,0.00981,0.56708,0.00838,0.11029,0.00479,0.50306,0.00638,0.03000,0.00653,0.76644,0.04254
intent_ambiguity,0.6,minimum_intervention_boundary_learner_v5,0.46750,0.02627,0.63262,0.03389,0.04917,0.00787,0.48164,0.00974,0.19603,0.00994,0.51801,0.00636,0.01417,0.01117,0.65238,0.03650
intent_ambiguity,0.6,oracle_minimal_correction,0.59167,0.01651,0.81186,0.02798,0.04833,0.01163,0.51943,0.00717,0.12235,0.00618,0.52291,0.00637,0.00500,0.00436,0.81674,0.02132
intent_ambiguity,0.8,full_demo_imitation,0.28083,0.03303,0.27058,0.03470,0.06750,0.01179,0.50004,0.00828,0.59989,0.02015,0.53937,0.00554,0.14583,0.02736,0.32400,0.04275
intent_ambiguity,0.8,residual_correction_learner,0.26667,0.02722,0.29659,0.03927,0.04833,0.00937,0.33704,0.00893,0.58875,0.01564,0.50896,0.00856,0.14250,0.01877,0.35167,0.03713
intent_ambiguity,0.8,uncertainty_query_policy,0.35250,0.03109,0.39462,0.03456,0.05917,0.01154,0.44685,0.00759,0.42338,0.01262,0.50990,0.00658,0.13833,0.01544,0.44576,0.03850
intent_ambiguity,0.8,active_entropy_query_policy,0.38833,0.01424,0.52053,0.02202,0.05417,0.01486,0.40102,0.00781,0.30822,0.01080,0.48135,0.00837,0.10333,0.00949,0.52236,0.02067
intent_ambiguity,0.8,robust_mpc_correction,0.56583,0.02996,0.81182,0.04145,0.05417,0.01068,0.55950,0.00774,0.10761,0.00430,0.47482,0.00834,0.03250,0.00859,0.77002,0.03655
intent_ambiguity,0.8,minimum_intervention_boundary_learner_v5,0.47583,0.03122,0.65561,0.04782,0.04917,0.00988,0.47413,0.00880,0.19509,0.01275,0.48465,0.00811,0.01667,0.00689,0.66076,0.04004
intent_ambiguity,0.8,oracle_minimal_correction,0.59333,0.02134,0.82092,0.03006,0.05000,0.01168,0.50636,0.00818,0.12486,0.01256,0.49846,0.00773,0.00583,0.00425,0.81655,0.02664
intent_ambiguity,1.0,full_demo_imitation,0.26750,0.02582,0.25451,0.02379,0.07083,0.01199,0.49177,0.01335,0.62184,0.02073,0.52862,0.00858,0.13167,0.02763,0.30892,0.03027
intent_ambiguity,1.0,residual_correction_learner,0.26250,0.02945,0.28905,0.03258,0.05000,0.01265,0.32911,0.00649,0.60918,0.01222,0.50125,0.00777,0.13583,0.01652,0.34658,0.04094
intent_ambiguity,1.0,uncertainty_query_policy,0.32083,0.02474,0.35034,0.02988,0.06250,0.01425,0.44281,0.01106,0.43794,0.01323,0.49041,0.00798,0.13583,0.01441,0.40143,0.03716
intent_ambiguity,1.0,active_entropy_query_policy,0.37500,0.02191,0.49800,0.02668,0.05917,0.01623,0.39829,0.00794,0.31984,0.00941,0.44845,0.00676,0.11000,0.01477,0.49578,0.03308
intent_ambiguity,1.0,robust_mpc_correction,0.56000,0.03154,0.79983,0.05123,0.05583,0.01117,0.56674,0.00868,0.10595,0.00334,0.44623,0.00683,0.03250,0.00514,0.75681,0.04180
intent_ambiguity,1.0,minimum_intervention_boundary_learner_v5,0.46000,0.02333,0.63907,0.03102,0.05167,0.00904,0.47962,0.00726,0.18999,0.00750,0.45088,0.00689,0.01583,0.00514,0.63569,0.03015
intent_ambiguity,1.0,oracle_minimal_correction,0.57583,0.01846,0.79417,0.02017,0.05250,0.01335,0.51471,0.00950,0.12304,0.00894,0.46898,0.00695,0.00500,0.00555,0.78797,0.01866
helpfulness_shift,0.0,full_demo_imitation,0.40833,0.02733,0.42370,0.02991,0.10083,0.01470,0.70441,0.01482,0.57628,0.01758,0.55462,0.00513,0.15917,0.03151,0.45209,0.03245
helpfulness_shift,0.0,residual_correction_learner,0.38917,0.02881,0.46668,0.03701,0.06667,0.01399,0.51381,0.01397,0.51858,0.02012,0.52132,0.00682,0.14417,0.01688,0.49011,0.03967
helpfulness_shift,0.0,uncertainty_query_policy,0.45750,0.01797,0.53215,0.02433,0.07750,0.01541,0.60633,0.01208,0.39188,0.01071,0.53376,0.00527,0.14833,0.02189,0.55998,0.02892
helpfulness_shift,0.0,active_entropy_query_policy,0.45083,0.02947,0.61203,0.04692,0.06167,0.01889,0.50367,0.00933,0.25627,0.00834,0.50486,0.00576,0.11083,0.01652,0.59442,0.04417
helpfulness_shift,0.0,robust_mpc_correction,0.56917,0.02798,0.80082,0.04309,0.05667,0.01163,0.56591,0.00875,0.10821,0.00513,0.49722,0.00604,0.02750,0.01034,0.77405,0.03626
helpfulness_shift,0.0,minimum_intervention_boundary_learner_v5,0.51083,0.02496,0.69939,0.03535,0.05167,0.00800,0.53358,0.00880,0.15887,0.00740,0.50926,0.00603,0.01583,0.00708,0.70341,0.03059
helpfulness_shift,0.0,oracle_minimal_correction,0.59000,0.01786,0.80452,0.02424,0.04833,0.01416,0.51855,0.00816,0.12308,0.00603,0.51797,0.00601,0.00583,0.00349,0.81259,0.02289
helpfulness_shift,0.2,full_demo_imitation,0.38750,0.02670,0.41137,0.02765,0.08500,0.01990,0.62702,0.01009,0.54086,0.01966,0.55865,0.01004,0.15333,0.02862,0.44371,0.03347
helpfulness_shift,0.2,residual_correction_learner,0.38083,0.04075,0.45888,0.05108,0.05500,0.00885,0.45020,0.01201,0.49726,0.01860,0.52822,0.00652,0.15417,0.02261,0.48853,0.05504
helpfulness_shift,0.2,uncertainty_query_policy,0.43250,0.03169,0.51949,0.03885,0.07333,0.01718,0.54743,0.00698,0.37048,0.00969,0.53864,0.00809,0.14166,0.01481,0.54093,0.04144
helpfulness_shift,0.2,active_entropy_query_policy,0.45750,0.02197,0.63695,0.03938,0.05750,0.01729,0.47265,0.00816,0.25689,0.00960,0.51523,0.00531,0.10750,0.01179,0.61309,0.03324
helpfulness_shift,0.2,robust_mpc_correction,0.57417,0.02770,0.81431,0.04741,0.04750,0.01034,0.56225,0.00546,0.10502,0.00396,0.50586,0.00525,0.02583,0.00859,0.78835,0.03753
helpfulness_shift,0.2,minimum_intervention_boundary_learner_v5,0.51417,0.03099,0.71417,0.04379,0.05250,0.00975,0.51621,0.00604,0.16269,0.00775,0.51901,0.00509,0.01500,0.00408,0.71210,0.03803
helpfulness_shift,0.2,oracle_minimal_correction,0.58667,0.01951,0.79128,0.02657,0.04500,0.01524,0.51289,0.00719,0.12137,0.00787,0.52676,0.00503,0.00583,0.00349,0.80938,0.03075
helpfulness_shift,0.4,full_demo_imitation,0.35167,0.02268,0.36098,0.02565,0.06917,0.01243,0.56199,0.01094,0.51454,0.01502,0.56208,0.00704,0.15083,0.02524,0.41136,0.02821
helpfulness_shift,0.4,residual_correction_learner,0.33333,0.03611,0.38656,0.04782,0.05417,0.01148,0.39269,0.01216,0.50951,0.01977,0.53804,0.00792,0.13917,0.01823,0.43589,0.04573
helpfulness_shift,0.4,uncertainty_query_policy,0.40333,0.02613,0.46548,0.03346,0.06333,0.01198,0.50334,0.00967,0.36294,0.00936,0.53958,0.00733,0.13833,0.01600,0.50992,0.03422
helpfulness_shift,0.4,active_entropy_query_policy,0.42417,0.02661,0.57644,0.04249,0.05583,0.01502,0.44721,0.01046,0.27155,0.01062,0.51738,0.00831,0.10583,0.01839,0.57038,0.03264
helpfulness_shift,0.4,robust_mpc_correction,0.56417,0.03080,0.78842,0.04919,0.04833,0.01056,0.56914,0.00568,0.10513,0.00683,0.50763,0.00829,0.03500,0.00937,0.76978,0.04267
helpfulness_shift,0.4,minimum_intervention_boundary_learner_v5,0.48667,0.03062,0.66320,0.04408,0.04917,0.00987,0.50118,0.00771,0.18162,0.00878,0.52158,0.00847,0.01583,0.00787,0.67676,0.03806
helpfulness_shift,0.4,oracle_minimal_correction,0.59333,0.01477,0.80003,0.02213,0.04583,0.01271,0.51898,0.00580,0.12515,0.00860,0.52813,0.00888,0.00750,0.00452,0.81720,0.01943
helpfulness_shift,0.6,full_demo_imitation,0.31833,0.02005,0.32247,0.02935,0.07000,0.01222,0.50089,0.01408,0.54948,0.02546,0.55658,0.01105,0.14000,0.02631,0.37533,0.02925
helpfulness_shift,0.6,residual_correction_learner,0.29500,0.03204,0.32886,0.04239,0.04833,0.00998,0.34212,0.00847,0.55740,0.02740,0.53094,0.00822,0.14000,0.01899,0.39026,0.04059
helpfulness_shift,0.6,uncertainty_query_policy,0.36417,0.02095,0.41625,0.03011,0.06167,0.01582,0.45349,0.00937,0.38908,0.01651,0.53262,0.00967,0.14583,0.02522,0.46120,0.03132
helpfulness_shift,0.6,active_entropy_query_policy,0.39500,0.02590,0.52558,0.03730,0.05583,0.01616,0.41028,0.00748,0.29768,0.01415,0.51697,0.00684,0.11083,0.01400,0.53115,0.03476
helpfulness_shift,0.6,robust_mpc_correction,0.56417,0.03090,0.79843,0.04161,0.04833,0.01110,0.55686,0.00693,0.10784,0.00297,0.50494,0.00742,0.02833,0.00739,0.77390,0.03884
helpfulness_shift,0.6,minimum_intervention_boundary_learner_v5,0.48083,0.02850,0.64956,0.04244,0.04667,0.00739,0.47530,0.00665,0.19683,0.01068,0.52054,0.00718,0.01833,0.00836,0.67001,0.03779
helpfulness_shift,0.6,oracle_minimal_correction,0.59583,0.02055,0.82092,0.03053,0.04750,0.01335,0.50925,0.00650,0.12546,0.00907,0.52555,0.00703,0.00500,0.00361,0.82403,0.02997
helpfulness_shift,0.8,full_demo_imitation,0.25250,0.02205,0.22931,0.01841,0.06167,0.01524,0.45511,0.00682,0.62698,0.02332,0.55607,0.00707,0.14750,0.02543,0.29465,0.02919
helpfulness_shift,0.8,residual_correction_learner,0.24000,0.03424,0.25701,0.03336,0.04667,0.01198,0.29955,0.00717,0.62339,0.01737,0.53395,0.00809,0.13584,0.01773,0.32518,0.04454
helpfulness_shift,0.8,uncertainty_query_policy,0.32833,0.02025,0.36058,0.02393,0.05583,0.01579,0.42069,0.00572,0.43772,0.01733,0.53061,0.00728,0.14917,0.01623,0.41745,0.02758
helpfulness_shift,0.8,active_entropy_query_policy,0.37750,0.02744,0.49656,0.03794,0.05333,0.01524,0.38544,0.00803,0.32364,0.00889,0.51233,0.00596,0.10500,0.01465,0.51147,0.04198
helpfulness_shift,0.8,robust_mpc_correction,0.56750,0.02683,0.80098,0.04155,0.05250,0.01005,0.55915,0.00725,0.10443,0.00625,0.49924,0.00633,0.02833,0.00739,0.77465,0.03530
helpfulness_shift,0.8,minimum_intervention_boundary_learner_v5,0.45750,0.03188,0.62985,0.04018,0.05083,0.00988,0.46263,0.00822,0.20859,0.00932,0.51524,0.00640,0.01333,0.00697,0.64176,0.03982
helpfulness_shift,0.8,oracle_minimal_correction,0.58000,0.02735,0.79188,0.04090,0.05250,0.01335,0.50778,0.00776,0.12742,0.01021,0.51986,0.00616,0.00833,0.00544,0.79761,0.03907
helpfulness_shift,1.0,full_demo_imitation,0.17167,0.01889,0.12977,0.01846,0.05500,0.00917,0.40840,0.00950,0.75443,0.01552,0.54444,0.00758,0.14167,0.02459,0.19984,0.02322
helpfulness_shift,1.0,residual_correction_learner,0.18083,0.02519,0.15788,0.01932,0.04583,0.00817,0.24976,0.00361,0.73285,0.00850,0.52961,0.00764,0.14500,0.01708,0.24581,0.03190
helpfulness_shift,1.0,uncertainty_query_policy,0.27083,0.02098,0.26536,0.01918,0.05583,0.01335,0.37178,0.00846,0.53136,0.01331,0.51921,0.00787,0.14417,0.02206,0.34341,0.03192
helpfulness_shift,1.0,active_entropy_query_policy,0.33333,0.02588,0.41999,0.03308,0.05667,0.01555,0.34669,0.00875,0.37808,0.01062,0.50529,0.00867,0.10750,0.01365,0.45058,0.03774
helpfulness_shift,1.0,robust_mpc_correction,0.56417,0.03071,0.79305,0.04906,0.05167,0.01237,0.57147,0.00894,0.10699,0.00564,0.49292,0.00903,0.02667,0.00762,0.76938,0.04228
helpfulness_shift,1.0,minimum_intervention_boundary_learner_v5,0.42917,0.02747,0.57668,0.03815,0.04667,0.00697,0.45046,0.00958,0.22753,0.01032,0.50632,0.00914,0.01250,0.00609,0.60445,0.03636
helpfulness_shift,1.0,oracle_minimal_correction,0.58666,0.02363,0.79921,0.03166,0.04833,0.01237,0.52388,0.00820,0.11696,0.00897,0.51337,0.00937,0.00667,0.00407,0.80706,0.02760
combined,0.0,full_demo_imitation,0.56917,0.02374,1.06420,0.06207,0.04000,0.00836,0.30676,0.00670,0.22651,0.00958,0.68075,0.00931,0.04750,0.01462,0.85200,0.03599
combined,0.0,residual_correction_learner,0.52583,0.02672,0.92327,0.05271,0.03917,0.01090,0.28254,0.00699,0.31375,0.01460,0.63415,0.00965,0.06167,0.01173,0.78606,0.03521
combined,0.0,uncertainty_query_policy,0.47083,0.02533,0.82065,0.03584,0.03833,0.01198,0.21493,0.00726,0.35792,0.01003,0.63155,0.00840,0.05000,0.00808,0.72643,0.03420
combined,0.0,active_entropy_query_policy,0.46583,0.02115,0.81751,0.04114,0.03667,0.01010,0.21781,0.00569,0.33570,0.00695,0.67906,0.01045,0.04083,0.00787,0.73150,0.03016
combined,0.0,robust_mpc_correction,0.59917,0.02781,1.28912,0.05425,0.03417,0.00957,0.33430,0.00742,0.15223,0.00737,0.65088,0.00928,0.00000,0.00000,0.95691,0.03915
combined,0.0,minimum_intervention_boundary_learner_v5,0.57917,0.02401,1.14573,0.06372,0.03500,0.00871,0.31246,0.00680,0.19458,0.01024,0.70654,0.00966,0.00000,0.00000,0.92478,0.03536
combined,0.0,oracle_minimal_correction,0.63000,0.01600,1.25074,0.04572,0.03583,0.00809,0.30107,0.00685,0.16418,0.00984,0.67895,0.00930,0.00000,0.00000,0.98602,0.02456
combined,0.2,full_demo_imitation,0.47667,0.02242,0.68759,0.02955,0.07000,0.01147,0.39155,0.00794,0.40270,0.01779,0.63510,0.00715,0.08833,0.02221,0.63821,0.02560
combined,0.2,residual_correction_learner,0.46000,0.03398,0.69624,0.04980,0.04500,0.00815,0.31201,0.00727,0.41830,0.02409,0.59844,0.00977,0.08833,0.01293,0.65586,0.04604
combined,0.2,uncertainty_query_policy,0.45167,0.02848,0.69971,0.05133,0.05000,0.01193,0.28095,0.00518,0.36127,0.01745,0.60031,0.00610,0.08083,0.01219,0.65550,0.03966
combined,0.2,active_entropy_query_policy,0.42833,0.02579,0.69299,0.04489,0.04250,0.01568,0.25228,0.00343,0.34650,0.00923,0.62637,0.00826,0.06167,0.00815,0.65085,0.03629
combined,0.2,robust_mpc_correction,0.58667,0.02703,1.12954,0.05819,0.03417,0.00988,0.38665,0.00593,0.13377,0.00490,0.60319,0.00762,0.00083,0.00163,0.90177,0.03989
combined,0.2,minimum_intervention_boundary_learner_v5,0.54500,0.02658,0.97276,0.05678,0.04000,0.00904,0.34959,0.00407,0.18952,0.01026,0.64494,0.00722,0.00000,0.00000,0.84271,0.03807
combined,0.2,oracle_minimal_correction,0.63417,0.01729,1.14497,0.04712,0.03750,0.00982,0.35392,0.00593,0.14326,0.01217,0.62909,0.00710,0.00000,0.00000,0.95801,0.02640
combined,0.4,full_demo_imitation,0.40000,0.01559,0.46884,0.02411,0.09250,0.01490,0.49341,0.01588,0.52621,0.01713,0.59733,0.00874,0.12750,0.02589,0.48109,0.02220
combined,0.4,residual_correction_learner,0.38667,0.03304,0.50728,0.05306,0.05500,0.00949,0.33693,0.01370,0.50975,0.01815,0.57179,0.00556,0.10917,0.01228,0.52754,0.04483
combined,0.4,uncertainty_query_policy,0.45917,0.01829,0.61727,0.02053,0.06167,0.01403,0.42739,0.01211,0.37694,0.01617,0.58236,0.00788,0.11167,0.01996,0.61282,0.02487
combined,0.4,active_entropy_query_policy,0.46500,0.03078,0.73055,0.04858,0.05000,0.01377,0.33769,0.00848,0.29551,0.00649,0.58095,0.00455,0.08083,0.01335,0.66995,0.04300
combined,0.4,robust_mpc_correction,0.58500,0.02889,0.98261,0.04959,0.03583,0.00646,0.44294,0.00646,0.12692,0.00502,0.56081,0.00419,0.00917,0.00568,0.85780,0.03949
combined,0.4,minimum_intervention_boundary_learner_v5,0.52250,0.02336,0.84503,0.03809,0.04500,0.00980,0.39930,0.00797,0.19636,0.00533,0.58790,0.00462,0.00000,0.00000,0.77035,0.03146
combined,0.4,oracle_minimal_correction,0.61500,0.01457,0.98893,0.02418,0.04167,0.01004,0.40734,0.00576,0.14197,0.00713,0.58563,0.00439,0.00083,0.00163,0.89515,0.01950
combined,0.6,full_demo_imitation,0.32167,0.01619,0.31556,0.01735,0.09250,0.01154,0.58752,0.01486,0.63335,0.02836,0.55771,0.00968,0.15333,0.02351,0.35360,0.02451
combined,0.6,residual_correction_learner,0.32333,0.03932,0.38988,0.05028,0.05333,0.01403,0.36378,0.01363,0.58362,0.02262,0.52925,0.00580,0.13667,0.02025,0.42683,0.04892
combined,0.6,uncertainty_query_policy,0.38417,0.02224,0.43310,0.02031,0.07083,0.01760,0.49352,0.01416,0.44713,0.01958,0.54119,0.00844,0.14500,0.02964,0.47613,0.03487
combined,0.6,active_entropy_query_policy,0.42250,0.02755,0.59409,0.04004,0.05417,0.01583,0.39173,0.01191,0.31176,0.01073,0.52333,0.00657,0.09667,0.01173,0.57917,0.03955
combined,0.6,robust_mpc_correction,0.54833,0.02889,0.82815,0.05299,0.04417,0.00945,0.50401,0.00987,0.12401,0.00721,0.50646,0.00712,0.01750,0.00859,0.77216,0.04008
combined,0.6,minimum_intervention_boundary_learner_v5,0.47583,0.03179,0.69621,0.05775,0.04750,0.00733,0.43954,0.00970,0.21648,0.01078,0.52453,0.00695,0.00583,0.00490,0.67987,0.04434
combined,0.6,oracle_minimal_correction,0.60917,0.01321,0.89049,0.02297,0.04583,0.01199,0.47217,0.00990,0.12840,0.00747,0.52842,0.00719,0.00083,0.00163,0.85612,0.01834
combined,0.8,full_demo_imitation,0.25667,0.02034,0.21711,0.01882,0.10417,0.01068,0.64857,0.01930,0.70983,0.01845,0.52575,0.01011,0.17417,0.02957,0.24974,0.02463
combined,0.8,residual_correction_learner,0.25083,0.02536,0.26575,0.02907,0.04833,0.00998,0.34623,0.01009,0.66132,0.01869,0.49582,0.01071,0.13917,0.01790,0.32820,0.03220
combined,0.8,uncertainty_query_policy,0.30500,0.01173,0.30687,0.01381,0.07083,0.01361,0.52704,0.01452,0.50092,0.00870,0.50621,0.01230,0.16083,0.01541,0.36057,0.01383
combined,0.8,active_entropy_query_policy,0.36667,0.02611,0.48107,0.03747,0.05750,0.01641,0.40674,0.00959,0.34474,0.00910,0.47533,0.00987,0.11250,0.01760,0.48717,0.03639
combined,0.8,robust_mpc_correction,0.55250,0.02871,0.76464,0.04535,0.05500,0.00980,0.56351,0.00769,0.12348,0.00462,0.46354,0.00968,0.03000,0.00555,0.74599,0.03921
combined,0.8,minimum_intervention_boundary_learner_v5,0.45250,0.03330,0.60465,0.04212,0.05167,0.00836,0.47823,0.00726,0.22636,0.00749,0.47492,0.00996,0.01917,0.00809,0.62364,0.04593
combined,0.8,oracle_minimal_correction,0.58000,0.01905,0.77731,0.03348,0.04583,0.01224,0.53151,0.00603,0.11403,0.00615,0.48439,0.00985,0.01250,0.00439,0.79121,0.02795
combined,1.0,full_demo_imitation,0.19667,0.02338,0.15280,0.02064,0.10083,0.01154,0.72172,0.01800,0.79596,0.02570,0.49857,0.00651,0.20667,0.03219,0.16236,0.02566
combined,1.0,residual_correction_learner,0.18750,0.02168,0.18183,0.02597,0.05583,0.01005,0.34042,0.01259,0.70163,0.01764,0.47429,0.00577,0.17417,0.01955,0.23188,0.03125
combined,1.0,uncertainty_query_policy,0.27750,0.02543,0.24818,0.02353,0.07833,0.01505,0.57264,0.01220,0.54466,0.02252,0.47035,0.00561,0.18917,0.02386,0.30270,0.03246
combined,1.0,active_entropy_query_policy,0.33917,0.02052,0.40884,0.02492,0.06000,0.01648,0.42666,0.01164,0.35705,0.01225,0.42528,0.00511,0.12917,0.01810,0.43165,0.03136
combined,1.0,robust_mpc_correction,0.51833,0.03683,0.66019,0.04603,0.06083,0.01117,0.61256,0.01086,0.12693,0.00725,0.41999,0.00530,0.05334,0.01222,0.67251,0.04612
combined,1.0,minimum_intervention_boundary_learner_v5,0.43500,0.03552,0.53213,0.04121,0.05917,0.01046,0.51314,0.01285,0.24086,0.01262,0.42615,0.00561,0.04000,0.01213,0.57371,0.04540
combined,1.0,oracle_minimal_correction,0.58250,0.02073,0.72268,0.02583,0.05500,0.01338,0.57968,0.00847,0.12226,0.00900,0.44071,0.00608,0.02417,0.01101,0.76683,0.02405
