split,reference,metric,mean_diff,ci95_diff,lower95_diff,seeds
delayed_feedback,inverse_rl_correction_proxy,intervention_magnitude,0.03241,0.00338,0.02903,10
delayed_feedback,inverse_rl_correction_proxy,boundary_error,-0.17198,0.01369,-0.18567,10
delayed_feedback,inverse_rl_correction_proxy,intent_preservation,-0.10127,0.00424,-0.10552,10
delayed_feedback,inverse_rl_correction_proxy,unsafe_override,-0.08177,0.01499,-0.09676,10
delayed_feedback,inverse_rl_correction_proxy,robust_utility,0.17300,0.05414,0.11886,10
delayed_feedback,minimum_intervention_learner_v4,task_success,0.00312,0.03417,-0.03105,10
delayed_feedback,minimum_intervention_learner_v4,correction_efficiency,0.00140,0.05663,-0.05523,10
delayed_feedback,minimum_intervention_learner_v4,damage,-0.00365,0.01715,-0.02080,10
delayed_feedback,minimum_intervention_learner_v4,intervention_magnitude,-0.01172,0.00394,-0.01566,10
delayed_feedback,minimum_intervention_learner_v4,boundary_error,-0.03032,0.00996,-0.04029,10
delayed_feedback,minimum_intervention_learner_v4,intent_preservation,-0.00385,0.00252,-0.00636,10
delayed_feedback,minimum_intervention_learner_v4,unsafe_override,-0.09844,0.01725,-0.11569,10
delayed_feedback,minimum_intervention_learner_v4,robust_utility,0.03494,0.04340,-0.00846,10
delayed_feedback,no_human_baseline,task_success,0.40573,0.03064,0.37509,10
delayed_feedback,no_human_baseline,correction_efficiency,0.96346,0.03639,0.92707,10
delayed_feedback,no_human_baseline,damage,0.00729,0.00903,-0.00174,10
delayed_feedback,no_human_baseline,intervention_magnitude,0.38344,0.00486,0.37858,10
delayed_feedback,no_human_baseline,boundary_error,-0.81211,0.00517,-0.81728,10
delayed_feedback,no_human_baseline,intent_preservation,0.03256,0.00591,0.02665,10
delayed_feedback,no_human_baseline,unsafe_override,-0.04688,0.01076,-0.05764,10
delayed_feedback,no_human_baseline,robust_utility,0.59236,0.03751,0.55486,10
delayed_feedback,oracle_minimal_correction,task_success,-0.06146,0.03088,-0.09234,10
delayed_feedback,oracle_minimal_correction,correction_efficiency,-0.09953,0.05240,-0.15193,10
delayed_feedback,oracle_minimal_correction,damage,0.00885,0.01522,-0.00637,10
delayed_feedback,oracle_minimal_correction,intervention_magnitude,0.00680,0.00256,0.00424,10
delayed_feedback,oracle_minimal_correction,boundary_error,0.04619,0.00683,0.03936,10
delayed_feedback,oracle_minimal_correction,intent_preservation,0.01362,0.00179,0.01183,10
delayed_feedback,oracle_minimal_correction,unsafe_override,0.00104,0.00136,-0.00032,10
delayed_feedback,oracle_minimal_correction,robust_utility,-0.08541,0.04322,-0.12863,10
delayed_feedback,preference_only_ranker,task_success,0.04896,0.02803,0.02093,10
delayed_feedback,preference_only_ranker,correction_efficiency,0.10831,0.04408,0.06423,10
delayed_feedback,preference_only_ranker,damage,0.00260,0.01380,-0.01120,10
delayed_feedback,preference_only_ranker,intervention_magnitude,0.04665,0.00574,0.04091,10
delayed_feedback,preference_only_ranker,boundary_error,-0.09274,0.01147,-0.10421,10
delayed_feedback,preference_only_ranker,intent_preservation,0.03082,0.00228,0.02854,10
delayed_feedback,preference_only_ranker,unsafe_override,-0.08073,0.00891,-0.08963,10
delayed_feedback,preference_only_ranker,robust_utility,0.08943,0.03862,0.05081,10
delayed_feedback,residual_correction_learner,task_success,0.12292,0.03765,0.08526,10
delayed_feedback,residual_correction_learner,correction_efficiency,0.30756,0.06323,0.24433,10
delayed_feedback,residual_correction_learner,damage,-0.00781,0.00823,-0.01604,10
delayed_feedback,residual_correction_learner,intervention_magnitude,0.02989,0.00699,0.02290,10
delayed_feedback,residual_correction_learner,boundary_error,-0.23470,0.01855,-0.25325,10
delayed_feedback,residual_correction_learner,intent_preservation,0.03933,0.00440,0.03493,10
delayed_feedback,residual_correction_learner,unsafe_override,-0.08281,0.00654,-0.08935,10
delayed_feedback,residual_correction_learner,robust_utility,0.22260,0.05210,0.17049,10
delayed_feedback,robust_mpc_correction,task_success,-0.04375,0.03427,-0.07802,10
delayed_feedback,robust_mpc_correction,correction_efficiency,-0.13794,0.06226,-0.20020,10
delayed_feedback,robust_mpc_correction,damage,0.00364,0.01582,-0.01217,10
delayed_feedback,robust_mpc_correction,intervention_magnitude,-0.02523,0.00274,-0.02796,10
delayed_feedback,robust_mpc_correction,boundary_error,0.05558,0.00512,0.05047,10
delayed_feedback,robust_mpc_correction,intent_preservation,0.03621,0.00197,0.03424,10
delayed_feedback,robust_mpc_correction,unsafe_override,-0.00208,0.00312,-0.00520,10
delayed_feedback,robust_mpc_correction,robust_utility,-0.06644,0.04804,-0.11448,10
delayed_feedback,safety_filtered_residual,task_success,0.08073,0.03063,0.05009,10
delayed_feedback,safety_filtered_residual,correction_efficiency,0.18638,0.04825,0.13813,10
delayed_feedback,safety_filtered_residual,damage,-0.00000,0.01708,-0.01708,10
delayed_feedback,safety_filtered_residual,intervention_magnitude,0.07609,0.00419,0.07190,10
delayed_feedback,safety_filtered_residual,boundary_error,-0.11633,0.00816,-0.12449,10
delayed_feedback,safety_filtered_residual,intent_preservation,0.04833,0.00189,0.04644,10
delayed_feedback,safety_filtered_residual,unsafe_override,0.00000,0.00215,-0.00215,10
delayed_feedback,safety_filtered_residual,robust_utility,0.12187,0.04623,0.07563,10
delayed_feedback,uncertainty_query_policy,task_success,0.05416,0.03232,0.02184,10
delayed_feedback,uncertainty_query_policy,correction_efficiency,0.19499,0.04669,0.14830,10
delayed_feedback,uncertainty_query_policy,damage,-0.01979,0.01983,-0.03962,10
delayed_feedback,uncertainty_query_policy,intervention_magnitude,-0.02860,0.00437,-0.03296,10
delayed_feedback,uncertainty_query_policy,boundary_error,-0.11941,0.01110,-0.13050,10
delayed_feedback,uncertainty_query_policy,intent_preservation,0.02017,0.00403,0.01614,10
delayed_feedback,uncertainty_query_policy,unsafe_override,-0.11042,0.01734,-0.12776,10
delayed_feedback,uncertainty_query_policy,robust_utility,0.14632,0.04074,0.10558,10
dynamics_mismatch,active_entropy_query_policy,task_success,0.03646,0.02609,0.01036,10
dynamics_mismatch,active_entropy_query_policy,correction_efficiency,0.05831,0.02921,0.02909,10
dynamics_mismatch,active_entropy_query_policy,damage,0.00834,0.01302,-0.00468,10
dynamics_mismatch,active_entropy_query_policy,intervention_magnitude,0.05709,0.00334,0.05375,10
dynamics_mismatch,active_entropy_query_policy,boundary_error,-0.07673,0.00677,-0.08350,10
dynamics_mismatch,active_entropy_query_policy,intent_preservation,0.00495,0.00085,0.00410,10
dynamics_mismatch,active_entropy_query_policy,unsafe_override,-0.08698,0.01484,-0.10182,10
dynamics_mismatch,active_entropy_query_policy,robust_utility,0.06535,0.03330,0.03205,10
dynamics_mismatch,dagger_full_correction,task_success,0.12292,0.02706,0.09586,10
dynamics_mismatch,dagger_full_correction,correction_efficiency,0.23562,0.03111,0.20450,10
dynamics_mismatch,dagger_full_correction,damage,0.00000,0.01762,-0.01761,10
dynamics_mismatch,dagger_full_correction,intervention_magnitude,0.05321,0.00699,0.04622,10
dynamics_mismatch,dagger_full_correction,boundary_error,-0.22438,0.01197,-0.23635,10
dynamics_mismatch,dagger_full_correction,intent_preservation,-0.01150,0.00631,-0.01781,10
dynamics_mismatch,dagger_full_correction,unsafe_override,-0.11667,0.02175,-0.13841,10
dynamics_mismatch,dagger_full_correction,robust_utility,0.21801,0.03722,0.18080,10
dynamics_mismatch,full_demo_imitation,task_success,0.12552,0.03418,0.09134,10
dynamics_mismatch,full_demo_imitation,correction_efficiency,0.25115,0.04464,0.20651,10
dynamics_mismatch,full_demo_imitation,damage,-0.01562,0.01076,-0.02638,10
dynamics_mismatch,full_demo_imitation,intervention_magnitude,0.02004,0.00734,0.01270,10
dynamics_mismatch,full_demo_imitation,boundary_error,-0.24972,0.01247,-0.26219,10
dynamics_mismatch,full_demo_imitation,intent_preservation,-0.01772,0.00649,-0.02421,10
dynamics_mismatch,full_demo_imitation,unsafe_override,-0.12083,0.01450,-0.13533,10
dynamics_mismatch,full_demo_imitation,robust_utility,0.23507,0.04235,0.19272,10
dynamics_mismatch,inverse_rl_correction_proxy,task_success,0.06563,0.02928,0.03634,10
dynamics_mismatch,inverse_rl_correction_proxy,correction_efficiency,0.12538,0.03626,0.08912,10
dynamics_mismatch,inverse_rl_correction_proxy,damage,0.00990,0.00671,0.00319,10
dynamics_mismatch,inverse_rl_correction_proxy,intervention_magnitude,0.07358,0.00527,0.06832,10
dynamics_mismatch,inverse_rl_correction_proxy,boundary_error,-0.10235,0.00919,-0.11154,10
dynamics_mismatch,inverse_rl_correction_proxy,intent_preservation,-0.05430,0.00289,-0.05719,10
dynamics_mismatch,inverse_rl_correction_proxy,unsafe_override,-0.11510,0.01548,-0.13058,10
dynamics_mismatch,inverse_rl_correction_proxy,robust_utility,0.10757,0.03596,0.07161,10
dynamics_mismatch,minimum_intervention_learner_v4,task_success,-0.05521,0.02672,-0.08193,10
dynamics_mismatch,minimum_intervention_learner_v4,correction_efficiency,-0.09467,0.03803,-0.13270,10
dynamics_mismatch,minimum_intervention_learner_v4,damage,0.00104,0.01466,-0.01361,10
dynamics_mismatch,minimum_intervention_learner_v4,intervention_magnitude,-0.05491,0.00310,-0.05801,10
dynamics_mismatch,minimum_intervention_learner_v4,boundary_error,0.00937,0.00641,0.00296,10
dynamics_mismatch,minimum_intervention_learner_v4,intent_preservation,0.00394,0.00146,0.00248,10
dynamics_mismatch,minimum_intervention_learner_v4,unsafe_override,-0.09635,0.01926,-0.11562,10
dynamics_mismatch,minimum_intervention_learner_v4,robust_utility,-0.04507,0.03578,-0.08085,10
dynamics_mismatch,no_human_baseline,task_success,0.38490,0.02418,0.36072,10
dynamics_mismatch,no_human_baseline,correction_efficiency,0.65355,0.02431,0.62924,10
dynamics_mismatch,no_human_baseline,damage,0.00052,0.01398,-0.01346,10
dynamics_mismatch,no_human_baseline,intervention_magnitude,0.53185,0.00909,0.52276,10
dynamics_mismatch,no_human_baseline,boundary_error,-0.83639,0.00741,-0.84379,10
dynamics_mismatch,no_human_baseline,intent_preservation,-0.02317,0.00601,-0.02918,10
dynamics_mismatch,no_human_baseline,unsafe_override,-0.07187,0.01410,-0.08597,10
dynamics_mismatch,no_human_baseline,robust_utility,0.50153,0.03140,0.47013,10
dynamics_mismatch,oracle_minimal_correction,task_success,-0.08229,0.02573,-0.10802,10
dynamics_mismatch,oracle_minimal_correction,correction_efficiency,-0.10075,0.03186,-0.13261,10
dynamics_mismatch,oracle_minimal_correction,damage,0.00990,0.01231,-0.00241,10
dynamics_mismatch,oracle_minimal_correction,intervention_magnitude,-0.01335,0.00402,-0.01738,10
dynamics_mismatch,oracle_minimal_correction,boundary_error,0.04754,0.00551,0.04203,10
dynamics_mismatch,oracle_minimal_correction,intent_preservation,0.00243,0.00067,0.00176,10
dynamics_mismatch,oracle_minimal_correction,unsafe_override,0.00625,0.01106,-0.00481,10
dynamics_mismatch,oracle_minimal_correction,robust_utility,-0.11014,0.03440,-0.14455,10
dynamics_mismatch,preference_only_ranker,task_success,0.04271,0.03588,0.00683,10
dynamics_mismatch,preference_only_ranker,correction_efficiency,0.05880,0.04379,0.01501,10
dynamics_mismatch,preference_only_ranker,damage,-0.00104,0.01041,-0.01145,10
dynamics_mismatch,preference_only_ranker,intervention_magnitude,0.06149,0.00428,0.05721,10
dynamics_mismatch,preference_only_ranker,boundary_error,-0.04453,0.00568,-0.05021,10
dynamics_mismatch,preference_only_ranker,intent_preservation,0.01946,0.00122,0.01825,10
dynamics_mismatch,preference_only_ranker,unsafe_override,-0.10104,0.01538,-0.11642,10
dynamics_mismatch,preference_only_ranker,robust_utility,0.07510,0.04324,0.03186,10
dynamics_mismatch,residual_correction_learner,task_success,0.15990,0.02103,0.13886,10
dynamics_mismatch,residual_correction_learner,correction_efficiency,0.26574,0.03009,0.23565,10
dynamics_mismatch,residual_correction_learner,damage,-0.00625,0.01609,-0.02234,10
dynamics_mismatch,residual_correction_learner,intervention_magnitude,0.13495,0.00762,0.12733,10
dynamics_mismatch,residual_correction_learner,boundary_error,-0.28360,0.01271,-0.29632,10
dynamics_mismatch,residual_correction_learner,intent_preservation,0.00884,0.00497,0.00388,10
dynamics_mismatch,residual_correction_learner,unsafe_override,-0.11354,0.01747,-0.13101,10
dynamics_mismatch,residual_correction_learner,robust_utility,0.24433,0.03099,0.21333,10
dynamics_mismatch,robust_mpc_correction,task_success,-0.11094,0.03992,-0.15086,10
dynamics_mismatch,robust_mpc_correction,correction_efficiency,-0.16396,0.05230,-0.21626,10
dynamics_mismatch,robust_mpc_correction,damage,-0.00625,0.01147,-0.01772,10
dynamics_mismatch,robust_mpc_correction,intervention_magnitude,-0.06982,0.00336,-0.07318,10
dynamics_mismatch,robust_mpc_correction,boundary_error,0.06198,0.00588,0.05610,10
dynamics_mismatch,robust_mpc_correction,intent_preservation,0.01925,0.00054,0.01871,10
dynamics_mismatch,robust_mpc_correction,unsafe_override,-0.00104,0.01442,-0.01546,10
dynamics_mismatch,robust_mpc_correction,robust_utility,-0.13566,0.05063,-0.18629,10
dynamics_mismatch,safety_filtered_residual,task_success,0.12344,0.02959,0.09385,10
dynamics_mismatch,safety_filtered_residual,correction_efficiency,0.19890,0.03969,0.15921,10
dynamics_mismatch,safety_filtered_residual,damage,0.01042,0.00847,0.00194,10
dynamics_mismatch,safety_filtered_residual,intervention_magnitude,0.14968,0.00521,0.14447,10
dynamics_mismatch,safety_filtered_residual,boundary_error,-0.20423,0.01000,-0.21423,10
dynamics_mismatch,safety_filtered_residual,intent_preservation,0.02382,0.00084,0.02298,10
dynamics_mismatch,safety_filtered_residual,unsafe_override,0.00052,0.01048,-0.00996,10
dynamics_mismatch,safety_filtered_residual,robust_utility,0.15294,0.03794,0.11501,10
dynamics_mismatch,uncertainty_query_policy,task_success,0.08177,0.03942,0.04235,10
dynamics_mismatch,uncertainty_query_policy,correction_efficiency,0.15981,0.04892,0.11090,10
dynamics_mismatch,uncertainty_query_policy,damage,-0.00677,0.01985,-0.02661,10
dynamics_mismatch,uncertainty_query_policy,intervention_magnitude,0.04005,0.00443,0.03562,10
dynamics_mismatch,uncertainty_query_policy,boundary_error,-0.13434,0.00896,-0.14330,10
dynamics_mismatch,uncertainty_query_policy,intent_preservation,-0.00037,0.00462,-0.00498,10
dynamics_mismatch,uncertainty_query_policy,unsafe_override,-0.10729,0.01219,-0.11949,10
dynamics_mismatch,uncertainty_query_policy,robust_utility,0.14757,0.05234,0.09523,10
nominal_correction,active_entropy_query_policy,task_success,0.12344,0.03009,0.09335,10
nominal_correction,active_entropy_query_policy,correction_efficiency,0.33149,0.06202,0.26947,10
nominal_correction,active_entropy_query_policy,damage,-0.00729,0.00850,-0.01580,10
nominal_correction,active_entropy_query_policy,intervention_magnitude,0.09628,0.00307,0.09321,10
nominal_correction,active_entropy_query_policy,boundary_error,-0.14557,0.00702,-0.15259,10
nominal_correction,active_entropy_query_policy,intent_preservation,0.02536,0.00107,0.02428,10
nominal_correction,active_entropy_query_policy,unsafe_override,-0.03646,0.00730,-0.04376,10
nominal_correction,active_entropy_query_policy,robust_utility,0.20574,0.04158,0.16417,10
nominal_correction,dagger_full_correction,task_success,0.03854,0.04187,-0.00333,10
nominal_correction,dagger_full_correction,correction_efficiency,0.16969,0.09193,0.07776,10
nominal_correction,dagger_full_correction,damage,-0.01927,0.01436,-0.03364,10
nominal_correction,dagger_full_correction,intervention_magnitude,0.00569,0.00333,0.00236,10
nominal_correction,dagger_full_correction,boundary_error,-0.06932,0.01190,-0.08122,10
nominal_correction,dagger_full_correction,intent_preservation,0.03287,0.00272,0.03015,10
nominal_correction,dagger_full_correction,unsafe_override,-0.06042,0.00940,-0.06982,10
nominal_correction,dagger_full_correction,robust_utility,0.13339,0.05894,0.07445,10
nominal_correction,full_demo_imitation,task_success,0.03594,0.03833,-0.00239,10
nominal_correction,full_demo_imitation,correction_efficiency,0.12374,0.08625,0.03749,10
nominal_correction,full_demo_imitation,damage,-0.01615,0.00931,-0.02546,10
nominal_correction,full_demo_imitation,intervention_magnitude,-0.01283,0.00374,-0.01656,10
nominal_correction,full_demo_imitation,boundary_error,-0.06493,0.01345,-0.07839,10
nominal_correction,full_demo_imitation,intent_preservation,0.02347,0.00314,0.02034,10
nominal_correction,full_demo_imitation,unsafe_override,-0.05364,0.00820,-0.06185,10
nominal_correction,full_demo_imitation,robust_utility,0.11779,0.05654,0.06125,10
nominal_correction,inverse_rl_correction_proxy,task_success,0.09896,0.03718,0.06178,10
nominal_correction,inverse_rl_correction_proxy,correction_efficiency,0.43250,0.07425,0.35826,10
nominal_correction,inverse_rl_correction_proxy,damage,-0.02188,0.01187,-0.03374,10
nominal_correction,inverse_rl_correction_proxy,intervention_magnitude,0.00652,0.00344,0.00307,10
nominal_correction,inverse_rl_correction_proxy,boundary_error,-0.21473,0.01495,-0.22968,10
nominal_correction,inverse_rl_correction_proxy,intent_preservation,-0.11712,0.00362,-0.12074,10
nominal_correction,inverse_rl_correction_proxy,unsafe_override,-0.06719,0.01277,-0.07996,10
nominal_correction,inverse_rl_correction_proxy,robust_utility,0.22054,0.05218,0.16835,10
nominal_correction,minimum_intervention_learner_v4,task_success,-0.00052,0.03060,-0.03112,10
nominal_correction,minimum_intervention_learner_v4,correction_efficiency,-0.02766,0.05617,-0.08384,10
nominal_correction,minimum_intervention_learner_v4,damage,-0.01250,0.00649,-0.01899,10
nominal_correction,minimum_intervention_learner_v4,intervention_magnitude,-0.01776,0.00243,-0.02018,10
nominal_correction,minimum_intervention_learner_v4,boundary_error,0.00633,0.00697,-0.00063,10
nominal_correction,minimum_intervention_learner_v4,intent_preservation,0.00614,0.00127,0.00487,10
nominal_correction,minimum_intervention_learner_v4,unsafe_override,-0.05677,0.01365,-0.07042,10
nominal_correction,minimum_intervention_learner_v4,robust_utility,0.02866,0.04094,-0.01228,10
nominal_correction,no_human_baseline,task_success,0.36406,0.03113,0.33293,10
nominal_correction,no_human_baseline,correction_efficiency,1.18039,0.06480,1.11559,10
nominal_correction,no_human_baseline,damage,-0.00677,0.01119,-0.01796,10
nominal_correction,no_human_baseline,intervention_magnitude,0.31694,0.00708,0.30986,10
nominal_correction,no_human_baseline,boundary_error,-0.80855,0.00492,-0.81347,10
nominal_correction,no_human_baseline,intent_preservation,0.07300,0.00373,0.06927,10
nominal_correction,no_human_baseline,unsafe_override,-0.03021,0.00758,-0.03779,10
nominal_correction,no_human_baseline,robust_utility,0.61584,0.04466,0.57119,10
nominal_correction,oracle_minimal_correction,task_success,-0.02448,0.03811,-0.06258,10
nominal_correction,oracle_minimal_correction,correction_efficiency,-0.05299,0.07648,-0.12947,10
nominal_correction,oracle_minimal_correction,damage,-0.00208,0.00808,-0.01017,10
nominal_correction,oracle_minimal_correction,intervention_magnitude,0.01246,0.00167,0.01079,10
nominal_correction,oracle_minimal_correction,boundary_error,0.03392,0.00580,0.02812,10
nominal_correction,oracle_minimal_correction,intent_preservation,0.02434,0.00154,0.02280,10
nominal_correction,oracle_minimal_correction,unsafe_override,0.00000,0.00000,0.00000,10
nominal_correction,oracle_minimal_correction,robust_utility,-0.02320,0.05595,-0.07915,10
nominal_correction,preference_only_ranker,task_success,0.02448,0.02815,-0.00367,10
nominal_correction,preference_only_ranker,correction_efficiency,0.04468,0.06229,-0.01761,10
nominal_correction,preference_only_ranker,damage,-0.00990,0.00705,-0.01695,10
nominal_correction,preference_only_ranker,intervention_magnitude,0.04052,0.00190,0.03862,10
nominal_correction,preference_only_ranker,boundary_error,0.03665,0.00615,0.03050,10
nominal_correction,preference_only_ranker,intent_preservation,0.05637,0.00134,0.05503,10
nominal_correction,preference_only_ranker,unsafe_override,-0.05052,0.00746,-0.05799,10
nominal_correction,preference_only_ranker,robust_utility,0.06158,0.04256,0.01902,10
nominal_correction,residual_correction_learner,task_success,0.08177,0.03563,0.04615,10
nominal_correction,residual_correction_learner,correction_efficiency,0.25020,0.06813,0.18207,10
nominal_correction,residual_correction_learner,damage,-0.01719,0.00951,-0.02670,10
nominal_correction,residual_correction_learner,intervention_magnitude,0.02195,0.00395,0.01801,10
nominal_correction,residual_correction_learner,boundary_error,-0.11951,0.01242,-0.13193,10
nominal_correction,residual_correction_learner,intent_preservation,0.07090,0.00360,0.06729,10
nominal_correction,residual_correction_learner,unsafe_override,-0.05469,0.00851,-0.06320,10
nominal_correction,residual_correction_learner,robust_utility,0.17902,0.05165,0.12737,10
nominal_correction,robust_mpc_correction,task_success,0.00260,0.04899,-0.04638,10
nominal_correction,robust_mpc_correction,correction_efficiency,-0.08754,0.11447,-0.20201,10
nominal_correction,robust_mpc_correction,damage,-0.01042,0.00847,-0.01889,10
nominal_correction,robust_mpc_correction,intervention_magnitude,-0.01995,0.00177,-0.02172,10
nominal_correction,robust_mpc_correction,boundary_error,0.04346,0.00482,0.03864,10
nominal_correction,robust_mpc_correction,intent_preservation,0.05326,0.00174,0.05151,10
nominal_correction,robust_mpc_correction,unsafe_override,0.00000,0.00000,0.00000,10
nominal_correction,robust_mpc_correction,robust_utility,0.00820,0.07493,-0.06673,10
nominal_correction,safety_filtered_residual,task_success,0.05625,0.04060,0.01565,10
nominal_correction,safety_filtered_residual,correction_efficiency,0.13758,0.07950,0.05808,10
nominal_correction,safety_filtered_residual,damage,-0.00469,0.00753,-0.01222,10
nominal_correction,safety_filtered_residual,intervention_magnitude,0.05447,0.00224,0.05223,10
nominal_correction,safety_filtered_residual,boundary_error,-0.04519,0.00694,-0.05213,10
nominal_correction,safety_filtered_residual,intent_preservation,0.07866,0.00215,0.07651,10
nominal_correction,safety_filtered_residual,unsafe_override,0.00000,0.00000,0.00000,10
nominal_correction,safety_filtered_residual,robust_utility,0.10262,0.05826,0.04436,10
nominal_correction,uncertainty_query_policy,task_success,0.10781,0.03235,0.07546,10
nominal_correction,uncertainty_query_policy,correction_efficiency,0.31865,0.06718,0.25148,10
nominal_correction,uncertainty_query_policy,damage,-0.00573,0.01003,-0.01577,10
nominal_correction,uncertainty_query_policy,intervention_magnitude,0.09639,0.00406,0.09233,10
nominal_correction,uncertainty_query_policy,boundary_error,-0.16920,0.00584,-0.17503,10
nominal_correction,uncertainty_query_policy,intent_preservation,0.07148,0.00185,0.06962,10
nominal_correction,uncertainty_query_policy,unsafe_override,-0.05000,0.00864,-0.05864,10
nominal_correction,uncertainty_query_policy,robust_utility,0.19788,0.04870,0.14918,10
overcorrection_bias,active_entropy_query_policy,task_success,0.11198,0.03678,0.07519,10
overcorrection_bias,active_entropy_query_policy,correction_efficiency,0.29090,0.06466,0.22624,10
overcorrection_bias,active_entropy_query_policy,damage,-0.00208,0.01023,-0.01232,10
overcorrection_bias,active_entropy_query_policy,intervention_magnitude,0.10298,0.00290,0.10008,10
overcorrection_bias,active_entropy_query_policy,boundary_error,-0.16238,0.00691,-0.16930,10
overcorrection_bias,active_entropy_query_policy,intent_preservation,0.01811,0.00097,0.01714,10
overcorrection_bias,active_entropy_query_policy,unsafe_override,-0.07813,0.01149,-0.08961,10
overcorrection_bias,active_entropy_query_policy,robust_utility,0.19390,0.04884,0.14506,10
overcorrection_bias,dagger_full_correction,task_success,0.03333,0.03142,0.00192,10
overcorrection_bias,dagger_full_correction,correction_efficiency,0.15282,0.06098,0.09184,10
overcorrection_bias,dagger_full_correction,damage,-0.04844,0.01139,-0.05983,10
overcorrection_bias,dagger_full_correction,intervention_magnitude,-0.07755,0.00511,-0.08266,10
overcorrection_bias,dagger_full_correction,boundary_error,-0.20408,0.01374,-0.21782,10
overcorrection_bias,dagger_full_correction,intent_preservation,0.00619,0.00346,0.00273,10
overcorrection_bias,dagger_full_correction,unsafe_override,-0.10052,0.01560,-0.11612,10
overcorrection_bias,dagger_full_correction,robust_utility,0.15704,0.04032,0.11671,10
overcorrection_bias,full_demo_imitation,task_success,0.04114,0.03512,0.00603,10
overcorrection_bias,full_demo_imitation,correction_efficiency,0.18781,0.06136,0.12644,10
overcorrection_bias,full_demo_imitation,damage,-0.07396,0.01410,-0.08805,10
overcorrection_bias,full_demo_imitation,intervention_magnitude,-0.12436,0.00556,-0.12992,10
overcorrection_bias,full_demo_imitation,boundary_error,-0.31331,0.01347,-0.32678,10
overcorrection_bias,full_demo_imitation,intent_preservation,-0.00037,0.00288,-0.00325,10
overcorrection_bias,full_demo_imitation,unsafe_override,-0.13906,0.01801,-0.15707,10
overcorrection_bias,full_demo_imitation,robust_utility,0.20040,0.04280,0.15760,10
overcorrection_bias,inverse_rl_correction_proxy,task_success,0.10937,0.04360,0.06577,10
overcorrection_bias,inverse_rl_correction_proxy,correction_efficiency,0.39903,0.08654,0.31249,10
overcorrection_bias,inverse_rl_correction_proxy,damage,-0.00677,0.01292,-0.01969,10
overcorrection_bias,inverse_rl_correction_proxy,intervention_magnitude,0.03139,0.00256,0.02882,10
overcorrection_bias,inverse_rl_correction_proxy,boundary_error,-0.19160,0.01144,-0.20304,10
overcorrection_bias,inverse_rl_correction_proxy,intent_preservation,-0.11389,0.00277,-0.11666,10
overcorrection_bias,inverse_rl_correction_proxy,unsafe_override,-0.08021,0.01120,-0.09141,10
overcorrection_bias,inverse_rl_correction_proxy,robust_utility,0.21761,0.06087,0.15674,10
overcorrection_bias,minimum_intervention_learner_v4,task_success,0.01198,0.03261,-0.02063,10
overcorrection_bias,minimum_intervention_learner_v4,correction_efficiency,0.01650,0.06536,-0.04886,10
overcorrection_bias,minimum_intervention_learner_v4,damage,-0.02187,0.01316,-0.03503,10
overcorrection_bias,minimum_intervention_learner_v4,intervention_magnitude,-0.02070,0.00310,-0.02380,10
overcorrection_bias,minimum_intervention_learner_v4,boundary_error,-0.00086,0.00813,-0.00899,10
overcorrection_bias,minimum_intervention_learner_v4,intent_preservation,0.00228,0.00192,0.00036,10
overcorrection_bias,minimum_intervention_learner_v4,unsafe_override,-0.09635,0.00891,-0.10526,10
overcorrection_bias,minimum_intervention_learner_v4,robust_utility,0.06748,0.04539,0.02209,10
overcorrection_bias,no_human_baseline,task_success,0.38646,0.02302,0.36344,10
overcorrection_bias,no_human_baseline,correction_efficiency,1.10134,0.05732,1.04403,10
overcorrection_bias,no_human_baseline,damage,-0.01198,0.01021,-0.02219,10
overcorrection_bias,no_human_baseline,intervention_magnitude,0.35397,0.00528,0.34869,10
overcorrection_bias,no_human_baseline,boundary_error,-0.82414,0.00795,-0.83209,10
overcorrection_bias,no_human_baseline,intent_preservation,0.03500,0.00407,0.03093,10
overcorrection_bias,no_human_baseline,unsafe_override,-0.04636,0.01070,-0.05706,10
overcorrection_bias,no_human_baseline,robust_utility,0.62260,0.03665,0.58594,10
overcorrection_bias,oracle_minimal_correction,task_success,-0.01823,0.02876,-0.04699,10
overcorrection_bias,oracle_minimal_correction,correction_efficiency,-0.02970,0.04963,-0.07933,10
overcorrection_bias,oracle_minimal_correction,damage,0.00365,0.01318,-0.00954,10
overcorrection_bias,oracle_minimal_correction,intervention_magnitude,0.02178,0.00118,0.02060,10
overcorrection_bias,oracle_minimal_correction,boundary_error,0.02078,0.00658,0.01420,10
overcorrection_bias,oracle_minimal_correction,intent_preservation,0.01329,0.00080,0.01248,10
overcorrection_bias,oracle_minimal_correction,unsafe_override,0.00000,0.00000,0.00000,10
overcorrection_bias,oracle_minimal_correction,robust_utility,-0.01611,0.04031,-0.05642,10
overcorrection_bias,preference_only_ranker,task_success,0.03437,0.03514,-0.00077,10
overcorrection_bias,preference_only_ranker,correction_efficiency,0.06975,0.06837,0.00138,10
overcorrection_bias,preference_only_ranker,damage,-0.00104,0.01167,-0.01271,10
overcorrection_bias,preference_only_ranker,intervention_magnitude,0.05125,0.00249,0.04876,10
overcorrection_bias,preference_only_ranker,boundary_error,-0.00028,0.00775,-0.00803,10
overcorrection_bias,preference_only_ranker,intent_preservation,0.04077,0.00181,0.03896,10
