split,task,seed,episode_id,method,task_success,intervention_magnitude,minimal_magnitude,correction_efficiency,overcorrection_ratio,damage,intent_preservation,boundary_error,query,success_probability,damage_probability,calibration_error,human_noise,overcorrection_bias,delay,ambiguity
combined_hard_shift,peg_insertion,2,2,minus_minimum_norm_objective,1,1.09408,0.60751,0.94185,0.80092,0,0.44275,0.70871,1,0.57123,0.15318,0.10877,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,2,minus_counterfactual_boundary,0,0.38906,0.60751,0.00000,0.00000,0,0.44463,0.37403,1,0.35954,0.04932,0.24046,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,2,minus_intent_preservation,1,0.68808,0.60751,1.29034,0.13262,0,0.42561,0.12011,1,0.58449,0.07035,0.05551,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,2,minus_human_effort_cost,0,0.78335,0.60751,0.00000,0.28943,0,0.46189,0.27147,1,0.58573,0.07454,0.07427,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,2,all_corrections_imitation,1,1.06209,0.60751,0.96611,0.74826,0,0.44248,0.66072,1,0.57266,0.17003,0.08734,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,2,preference_only_objective,1,0.52899,0.60751,1.21441,0.00000,0,0.44495,0.13900,1,0.50109,0.04930,0.05891,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,3,full_minimum_intervention_learner,1,0.92708,0.78566,1.08393,0.18000,0,0.74880,0.23490,1,0.64416,0.03502,0.11584,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,3,minus_minimum_norm_objective,1,1.19667,0.78566,0.87167,0.52313,0,0.70487,0.50815,1,0.60722,0.09209,0.07278,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,3,minus_counterfactual_boundary,0,0.65033,0.78566,0.00000,0.00000,0,0.71407,0.14725,1,0.50468,0.03316,0.09532,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,3,minus_intent_preservation,0,0.87899,0.78566,0.00000,0.11879,0,0.73129,0.17117,1,0.61819,0.04721,0.02181,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,3,minus_human_effort_cost,0,1.06228,0.78566,0.00000,0.35208,0,0.75093,0.41456,1,0.61613,0.06515,0.04387,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,3,all_corrections_imitation,1,1.16432,0.78566,0.89265,0.48196,0,0.70550,0.47013,1,0.60826,0.10140,0.05174,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,3,preference_only_objective,0,0.70020,0.78566,0.00000,0.00000,0,0.74423,0.06688,1,0.57017,0.03135,0.01017,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,4,full_minimum_intervention_learner,1,1.09277,0.92608,0.94282,0.18000,0,0.85900,0.23546,1,0.65624,0.02986,0.10376,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,4,minus_minimum_norm_objective,0,1.16125,0.92608,0.00000,0.25394,0,0.86456,0.30006,1,0.63054,0.04613,0.04946,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,4,minus_counterfactual_boundary,0,0.86691,0.92608,0.00000,0.00000,0,0.83725,0.04408,1,0.59184,0.02577,0.00816,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,4,minus_intent_preservation,1,0.99675,0.92608,0.95768,0.07632,0,0.85388,0.12695,1,0.63219,0.03435,0.00781,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,4,minus_human_effort_cost,1,1.22920,0.92608,0.85155,0.32731,0,0.85967,0.38938,1,0.62856,0.05542,0.03144,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,4,all_corrections_imitation,0,1.13415,0.92608,0.00000,0.22469,0,0.86443,0.27024,1,0.63106,0.05049,0.02894,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,4,preference_only_objective,0,0.80510,0.92608,0.00000,0.00000,0,0.85747,0.08945,0,0.55276,0.02455,0.00724,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,5,full_minimum_intervention_learner,0,0.76480,0.64813,0.00000,0.18000,0,0.21781,0.12034,1,0.58596,0.05987,0.17404,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,5,minus_minimum_norm_objective,1,1.07793,0.64813,0.95395,0.66314,0,0.19428,0.57865,1,0.54773,0.14475,0.13227,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,5,minus_counterfactual_boundary,0,0.56693,0.64813,0.00000,0.00000,0,0.22444,0.17549,1,0.44164,0.06253,0.15836,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,5,minus_intent_preservation,0,0.85684,0.64813,0.00000,0.32201,0,0.20020,0.25693,1,0.55639,0.11129,0.08361,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,5,minus_human_effort_cost,1,0.93560,0.64813,1.07565,0.44354,0,0.21995,0.37002,1,0.55594,0.10952,0.10406,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,5,all_corrections_imitation,0,1.05084,0.64813,0.00000,0.62133,0,0.19440,0.53906,1,0.54883,0.16281,0.11117,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,5,preference_only_objective,0,0.64637,0.64813,0.00000,0.00000,0,0.20868,0.05206,1,0.52650,0.06348,0.03350,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,6,full_minimum_intervention_learner,1,0.78128,0.66210,1.18683,0.18000,0,0.35712,0.14087,1,0.60123,0.05335,0.15877,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,6,minus_minimum_norm_objective,0,0.46787,0.66210,0.00000,0.00000,0,0.75829,0.97874,1,0.18381,0.03050,0.49619,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,6,minus_counterfactual_boundary,1,0.80632,0.66210,1.19175,0.21782,0,0.36521,0.17545,1,0.57647,0.07198,0.02353,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,6,minus_intent_preservation,1,1.16055,0.66210,0.89516,0.75283,0,0.33928,0.69647,1,0.56122,0.17826,0.07878,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,6,minus_human_effort_cost,1,1.32171,0.66210,0.79909,0.99624,0,0.35735,0.92998,1,0.55618,0.19385,0.10382,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,6,all_corrections_imitation,0,0.44952,0.66210,0.00000,0.00000,0,0.74176,0.94173,1,0.18649,0.03716,0.47351,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,6,preference_only_objective,0,0.90022,0.66210,0.00000,0.35965,0,0.34787,0.31593,1,0.57180,0.09033,0.01180,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,7,full_minimum_intervention_learner,1,0.70528,0.78239,1.09094,0.00000,0,0.78455,0.03421,1,0.62529,0.02256,0.13471,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,7,minus_minimum_norm_objective,1,1.38032,0.78239,0.76907,0.76424,0,0.76017,0.82761,1,0.60704,0.12777,0.07296,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,7,minus_counterfactual_boundary,0,0.28998,0.78239,0.00000,0.00000,0,0.73916,0.67439,1,0.22765,0.03165,0.37235,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,7,minus_intent_preservation,0,0.46787,0.78239,0.00000,0.00000,0,0.77384,0.35963,1,0.36741,0.03489,0.27259,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,7,minus_human_effort_cost,0,0.56331,0.78239,0.00000,0.00000,0,0.78651,0.22876,1,0.45565,0.02881,0.20435,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,7,all_corrections_imitation,1,1.33130,0.78239,0.79402,0.70159,0,0.76036,0.76360,1,0.60876,0.13823,0.05124,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,7,preference_only_objective,0,0.37114,0.78239,0.00000,0.00000,0,0.78515,0.49179,0,0.29862,0.02889,0.26138,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,8,full_minimum_intervention_learner,1,0.65497,0.63261,1.26767,0.03534,0,0.58317,0.05846,1,0.62797,0.03319,0.13203,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,8,minus_minimum_norm_objective,1,0.66968,0.63261,0.99682,0.05860,0,0.67178,0.15302,1,0.51620,0.03873,0.16380,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,8,minus_counterfactual_boundary,1,0.50918,0.63261,1.14028,0.00000,0,0.56488,0.21414,1,0.46637,0.04211,0.13363,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,8,minus_intent_preservation,1,0.58730,0.63261,1.24124,0.00000,0,0.55315,0.04760,1,0.57052,0.05052,0.06948,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,8,minus_human_effort_cost,1,0.69236,0.63261,1.27995,0.09445,1,0.58970,0.11658,1,0.60301,0.04641,0.05699,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,8,all_corrections_imitation,0,0.65122,0.63261,0.00000,0.02942,0,0.66970,0.16827,1,0.50658,0.04368,0.15342,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,8,preference_only_objective,1,0.45454,0.63261,1.16123,0.00000,0,0.56838,0.26316,0,0.43651,0.04190,0.12349,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,9,full_minimum_intervention_learner,0,0.45249,0.38347,0.00000,0.18000,0,0.47690,0.14467,1,0.61436,0.04775,0.14564,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,9,minus_minimum_norm_objective,0,0.61689,0.38347,0.00000,0.60872,0,0.39101,0.50930,1,0.57070,0.12417,0.10930,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,9,minus_counterfactual_boundary,0,0.49709,0.38347,0.00000,0.29632,0,0.45878,0.07188,1,0.58525,0.07558,0.01475,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,9,minus_intent_preservation,1,0.52121,0.38347,1.71132,0.35921,0,0.45669,0.32145,1,0.58373,0.09882,0.05627,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,9,minus_human_effort_cost,1,0.58978,0.38347,1.55889,0.53801,0,0.48314,0.48827,1,0.58255,0.10764,0.07745,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,9,all_corrections_imitation,0,0.60180,0.38347,0.00000,0.56937,0,0.39211,0.47447,1,0.57181,0.13915,0.08819,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,9,preference_only_objective,1,0.40093,0.38347,1.75025,0.04554,0,0.46781,0.01677,0,0.59023,0.05009,0.03023,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,10,full_minimum_intervention_learner,1,0.42041,0.52237,1.34780,0.00000,0,0.54878,0.19077,1,0.52414,0.03360,0.23586,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,10,minus_minimum_norm_objective,0,0.85640,0.52237,0.00000,0.63945,0,0.62323,0.39847,1,0.59536,0.11516,0.08464,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,10,minus_counterfactual_boundary,1,0.32601,0.52237,0.88452,0.00000,0,0.52970,0.55243,1,0.32306,0.04422,0.27694,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,10,minus_intent_preservation,0,0.31795,0.52237,0.00000,0.00000,0,0.50323,0.38402,1,0.39508,0.05405,0.24492,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,10,minus_human_effort_cost,0,0.36379,0.52237,0.00000,0.00000,0,0.57068,0.30753,1,0.44052,0.04176,0.21948,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,10,all_corrections_imitation,0,0.82563,0.52237,0.00000,0.58053,0,0.62228,0.35202,1,0.59676,0.12490,0.06324,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,10,preference_only_objective,0,0.23822,0.52237,0.00000,0.00000,0,0.53325,0.53907,1,0.32887,0.04400,0.23113,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,11,full_minimum_intervention_learner,0,0.54347,0.46057,0.00000,0.18000,0,0.34472,0.12631,1,0.59987,0.05393,0.16013,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,11,minus_minimum_norm_objective,0,0.47541,0.46057,0.00000,0.03224,0,0.14763,0.38787,1,0.36652,0.06850,0.31348,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,11,minus_counterfactual_boundary,0,0.46944,0.46057,0.00000,0.01928,0,0.32316,0.03546,1,0.55761,0.05729,0.04239,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,11,minus_intent_preservation,0,0.70828,0.46057,0.00000,0.53785,0,0.30036,0.47216,1,0.56253,0.13993,0.07747,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,11,minus_human_effort_cost,1,0.78110,0.46057,1.24857,0.69595,0,0.34832,0.61768,1,0.56375,0.14093,0.09625,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,11,all_corrections_imitation,1,0.46497,0.46057,0.95880,0.00956,0,0.14721,0.38161,1,0.36953,0.07957,0.29047,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,11,preference_only_objective,0,0.53631,0.46057,0.00000,0.16446,0,0.32445,0.11442,0,0.57290,0.06877,0.01290,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,12,full_minimum_intervention_learner,1,0.64089,0.79999,0.97857,0.00000,0,0.66328,0.19670,1,0.47756,0.02824,0.28244,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,12,minus_minimum_norm_objective,0,1.36595,0.79999,0.00000,0.70745,1,0.68767,0.63400,1,0.60063,0.12248,0.07937,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,12,minus_counterfactual_boundary,0,0.29905,0.79999,0.00000,0.00000,0,0.78635,0.68430,1,0.21536,0.02882,0.38464,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,12,minus_intent_preservation,0,0.53700,0.79999,0.00000,0.00000,0,0.62784,0.32565,1,0.35434,0.04523,0.28566,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,12,minus_human_effort_cost,1,0.66219,0.79999,0.98383,0.00000,0,0.67015,0.17143,1,0.47346,0.03579,0.18654,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,12,all_corrections_imitation,1,1.31981,0.79999,0.80010,0.64977,0,0.68722,0.58029,1,0.60211,0.13333,0.05789,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,12,preference_only_objective,0,0.44238,0.79999,0.00000,0.00000,0,0.65239,0.44446,1,0.28756,0.03686,0.27244,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,13,full_minimum_intervention_learner,1,0.71497,0.83809,0.93950,0.00000,0,0.57530,0.15918,1,0.48952,0.03236,0.27048,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,13,minus_minimum_norm_objective,0,0.98578,0.83809,0.00000,0.17622,0,0.48100,1.18015,1,0.12430,0.06058,0.55570,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,13,minus_counterfactual_boundary,1,0.64480,0.83809,0.88112,0.00000,0,0.53174,0.27325,1,0.36734,0.04410,0.23266,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,13,minus_intent_preservation,0,0.71107,0.83809,0.00000,0.00000,0,0.54720,0.16186,1,0.45914,0.05094,0.18086,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,13,minus_human_effort_cost,1,0.83621,0.83809,0.96701,0.00000,0,0.57836,0.01732,1,0.58807,0.04130,0.07193,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,13,all_corrections_imitation,0,0.94145,0.83809,0.00000,0.12333,0,0.48008,1.15328,1,0.12577,0.06548,0.53423,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,13,preference_only_objective,0,0.56646,0.83809,0.00000,0.00000,0,0.55993,0.33215,1,0.32869,0.04240,0.23131,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,14,full_minimum_intervention_learner,1,0.68221,0.57814,1.39178,0.18000,0,0.69978,0.22834,1,0.63879,0.03732,0.12121,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,14,minus_minimum_norm_objective,0,0.77375,0.57814,0.00000,0.33834,0,0.62712,0.26131,1,0.60285,0.07079,0.07715,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,14,minus_counterfactual_boundary,1,0.55365,0.57814,1.34960,0.00000,0,0.68290,0.00987,1,0.60873,0.03503,0.00873,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,14,minus_intent_preservation,0,0.72929,0.57814,0.00000,0.26144,0,0.67019,0.31631,1,0.60909,0.06924,0.03091,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,14,minus_human_effort_cost,1,0.88443,0.57814,1.12737,0.52978,0,0.70150,0.59170,1,0.60669,0.09329,0.05331,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,14,all_corrections_imitation,1,0.75554,0.57814,1.28268,0.30685,1,0.62819,0.23702,1,0.60361,0.07873,0.05639,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,14,preference_only_objective,0,0.57842,0.57814,0.00000,0.00048,0,0.68556,0.04420,1,0.61444,0.03487,0.05444,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,15,full_minimum_intervention_learner,1,0.46007,0.42139,1.76298,0.09178,0,0.66075,0.12843,1,0.63583,0.03270,0.12417,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,15,minus_minimum_norm_objective,1,0.50280,0.42139,0.22243,0.19319,0,0.16581,0.84812,1,0.23790,0.08126,0.44210,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,15,minus_counterfactual_boundary,0,0.50890,0.42139,0.00000,0.20766,0,0.72265,0.14931,1,0.61582,0.04941,0.01582,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,15,minus_intent_preservation,1,0.48462,0.42139,1.79431,0.15004,0,0.58765,0.19254,1,0.60198,0.06084,0.03802,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,15,minus_human_effort_cost,1,0.57457,0.42139,1.59030,0.36351,0,0.66270,0.40871,1,0.60622,0.07195,0.05378,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,15,all_corrections_imitation,0,0.48284,0.42139,0.00000,0.14581,0,0.16700,0.82819,1,0.24417,0.09013,0.41583,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,15,preference_only_objective,0,0.38011,0.42139,0.00000,0.00000,0,0.63793,0.06440,0,0.58306,0.03772,0.02306,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,16,full_minimum_intervention_learner,0,0.89797,0.76100,0.00000,0.18000,0,0.54408,0.15859,1,0.62172,0.04460,0.13828,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,16,minus_minimum_norm_objective,0,0.85812,0.76100,0.00000,0.12762,0,0.71533,0.76326,1,0.19365,0.04177,0.48635,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,16,minus_counterfactual_boundary,1,0.51132,0.76100,0.94993,0.00000,0,0.54863,0.34329,1,0.34018,0.04308,0.25982,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,16,minus_intent_preservation,1,1.04198,0.76100,0.98202,0.36923,0,0.53516,0.34577,1,0.59212,0.09483,0.04788,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,16,minus_human_effort_cost,1,1.21837,0.76100,0.85814,0.60102,0,0.54561,0.57157,1,0.58784,0.11367,0.07216,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,16,all_corrections_imitation,0,0.82699,0.76100,0.00000,0.08672,0,0.71240,0.74270,1,0.19790,0.04533,0.46210,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,16,preference_only_objective,1,0.82566,0.76100,1.06053,0.08497,0,0.53374,0.06653,0,0.59700,0.04899,0.03700,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,17,full_minimum_intervention_learner,1,0.69231,0.80543,0.99955,0.00000,0,0.63911,0.12809,1,0.53080,0.02937,0.22920,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,17,minus_minimum_norm_objective,0,1.37591,0.80543,0.00000,0.70829,0,0.59704,0.70428,1,0.59068,0.12806,0.08932,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,17,minus_counterfactual_boundary,1,0.52758,0.80543,0.74111,0.00000,0,0.64607,0.47560,1,0.27282,0.03724,0.32718,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,17,minus_intent_preservation,1,0.53636,0.80543,0.94453,0.00000,0,0.62721,0.32338,1,0.35683,0.04527,0.28317,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,17,minus_human_effort_cost,0,0.64101,0.80543,0.00000,0.00000,0,0.64536,0.19507,1,0.45264,0.03728,0.20736,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,17,all_corrections_imitation,1,1.32905,0.80543,0.79520,0.65012,0,0.59728,0.64682,1,0.59224,0.13977,0.06776,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,17,preference_only_objective,0,0.42262,0.80543,0.00000,0.00000,0,0.63286,0.46671,0,0.27557,0.03803,0.28443,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,18,full_minimum_intervention_learner,1,0.49878,0.42269,1.64749,0.18000,0,0.36842,0.11828,1,0.60247,0.05282,0.15753,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,18,minus_minimum_norm_objective,0,0.65844,0.42269,0.00000,0.55774,0,0.29289,0.44814,1,0.56122,0.12208,0.11878,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,18,minus_counterfactual_boundary,1,0.45918,0.42269,1.35261,0.08633,0,0.56193,0.13543,1,0.53905,0.04741,0.06095,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,18,minus_intent_preservation,1,0.64766,0.42269,1.44987,0.53222,0,0.33375,0.45606,1,0.56632,0.13656,0.07368,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,18,minus_human_effort_cost,1,0.71326,0.42269,1.34340,0.68741,0,0.37399,0.59685,1,0.56679,0.13797,0.09321,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,18,all_corrections_imitation,0,0.64440,0.42269,0.00000,0.52452,0,0.29379,0.41867,1,0.56213,0.13801,0.09787,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,18,preference_only_objective,0,0.49210,0.42269,0.00000,0.16421,0,0.35253,0.10636,1,0.57599,0.06706,0.01599,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,19,full_minimum_intervention_learner,1,1.01256,0.92028,0.92992,0.10028,0,0.63960,0.10899,1,0.63340,0.03424,0.12660,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,19,minus_minimum_norm_objective,0,1.27807,0.92028,0.00000,0.38879,0,0.56848,0.23169,1,0.59535,0.08100,0.08465,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,19,minus_counterfactual_boundary,1,0.77653,0.92028,0.87481,0.00000,0,0.66312,0.16321,1,0.46029,0.03621,0.13971,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,19,minus_intent_preservation,0,0.98129,0.92028,0.00000,0.06629,0,0.60684,0.07659,1,0.60524,0.05095,0.03476,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,19,minus_human_effort_cost,1,1.16754,0.92028,0.89051,0.26868,0,0.64280,0.27797,1,0.60596,0.06118,0.05404,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,19,all_corrections_imitation,1,1.24314,0.92028,0.84321,0.35083,0,0.57014,0.20354,1,0.59634,0.08948,0.06366,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,19,preference_only_objective,1,0.77752,0.92028,0.89097,0.00000,0,0.62422,0.14688,0,0.47100,0.03855,0.08900,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,20,full_minimum_intervention_learner,1,0.75985,0.77860,1.07700,0.00000,0,0.70740,0.01222,1,0.64183,0.02617,0.11817,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,20,minus_minimum_norm_objective,1,0.62385,0.77860,0.67657,0.00000,0,0.66074,0.45614,1,0.29616,0.03636,0.38384,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,20,minus_counterfactual_boundary,1,0.67542,0.77860,1.03021,0.00000,0,0.73619,0.11874,1,0.52928,0.03183,0.07072,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,20,minus_intent_preservation,0,0.86543,0.77860,0.00000,0.11151,0,0.67269,0.15474,1,0.61187,0.05060,0.02813,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,20,minus_human_effort_cost,1,1.04336,0.77860,0.98090,0.34005,0,0.70607,0.39019,1,0.61147,0.06627,0.04853,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,20,all_corrections_imitation,0,0.61006,0.77860,0.00000,0.00000,0,0.66186,0.45357,1,0.29756,0.04282,0.36244,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,20,preference_only_objective,0,0.68537,0.77860,0.00000,0.00000,0,0.69222,0.08543,1,0.55023,0.03447,0.00977,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,21,full_minimum_intervention_learner,1,0.56903,0.69078,1.04490,0.00000,0,0.24945,0.21733,1,0.43083,0.04761,0.32917,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,21,minus_minimum_norm_objective,0,0.46878,0.69078,0.00000,0.00000,0,0.50078,0.88712,1,0.16003,0.04595,0.51997,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,2,21,minus_counterfactual_boundary,0,0.35362,0.69078,0.00000,0.00000,0,0.23938,0.55536,1,0.21313,0.06164,0.38687,0.18000,0.45000,0.34000,0.48000
