stress_axis,stress_level,method,seed,rows,task_success,correction_efficiency,damage,intervention_magnitude,boundary_error,intent_preservation,query_rate,human_time,unsafe_override,calibration_error,regret_to_oracle,intervention_sparsity,robust_utility
intent_ambiguity,1.0,robust_mpc_correction,1,120,0.44167,0.62364,0.04167,0.55982,0.09762,0.42693,1.00000,0.43829,0.03333,0.03453,0.06017,0.41634,0.60446
intent_ambiguity,1.0,robust_mpc_correction,2,120,0.53333,0.72442,0.08333,0.58057,0.09821,0.43959,1.00000,0.45157,0.02500,0.03642,0.06050,0.41662,0.70003
intent_ambiguity,1.0,robust_mpc_correction,3,120,0.60000,0.86655,0.08333,0.55847,0.10472,0.44201,1.00000,0.43742,0.03333,0.04175,0.05117,0.41564,0.79653
intent_ambiguity,1.0,robust_mpc_correction,4,120,0.57500,0.81043,0.05000,0.56025,0.10831,0.45016,1.00000,0.43856,0.04167,0.04397,0.05656,0.42608,0.77572
intent_ambiguity,1.0,robust_mpc_correction,5,120,0.59167,0.79566,0.06667,0.58846,0.10638,0.45074,1.00000,0.45661,0.05000,0.04065,0.05297,0.42045,0.77712
intent_ambiguity,1.0,robust_mpc_correction,6,120,0.61667,0.92890,0.03333,0.55981,0.10716,0.44778,1.00000,0.43828,0.03333,0.03789,0.05269,0.41035,0.85336
intent_ambiguity,1.0,robust_mpc_correction,7,120,0.52500,0.79867,0.04167,0.55130,0.10239,0.43945,1.00000,0.43283,0.02500,0.04257,0.05652,0.41968,0.73068
intent_ambiguity,1.0,robust_mpc_correction,8,120,0.55000,0.80605,0.04167,0.56843,0.11468,0.44433,1.00000,0.44380,0.03333,0.04300,0.05492,0.41816,0.75503
intent_ambiguity,1.0,robust_mpc_correction,9,120,0.57500,0.78662,0.05000,0.58788,0.11087,0.46943,1.00000,0.45625,0.02500,0.03453,0.06110,0.41673,0.77639
intent_ambiguity,1.0,uncertainty_query_policy,0,120,0.30833,0.33874,0.05000,0.46069,0.40611,0.48167,1.00000,0.37484,0.15000,0.23135,0.24851,0.50445,0.38583
intent_ambiguity,1.0,uncertainty_query_policy,1,120,0.31667,0.33275,0.05000,0.41483,0.44540,0.46754,1.00000,0.34549,0.13333,0.26561,0.30272,0.55958,0.39975
intent_ambiguity,1.0,uncertainty_query_policy,2,120,0.30000,0.33401,0.03333,0.45977,0.42561,0.50217,1.00000,0.37425,0.15000,0.26041,0.29929,0.52509,0.38884
intent_ambiguity,1.0,uncertainty_query_policy,3,120,0.30000,0.32388,0.10000,0.41939,0.45301,0.48439,1.00000,0.34841,0.10833,0.27017,0.29276,0.54377,0.36340
intent_ambiguity,1.0,uncertainty_query_policy,4,120,0.29167,0.33829,0.06667,0.45201,0.44188,0.50729,1.00000,0.36928,0.13333,0.25447,0.28864,0.52759,0.36980
intent_ambiguity,1.0,uncertainty_query_policy,5,120,0.39167,0.44330,0.03333,0.45326,0.40382,0.48634,1.00000,0.37009,0.11667,0.25700,0.28214,0.54168,0.51285
intent_ambiguity,1.0,uncertainty_query_policy,6,120,0.35833,0.41953,0.07500,0.46127,0.45039,0.49118,1.00000,0.37521,0.10833,0.24244,0.27361,0.49368,0.45295
intent_ambiguity,1.0,uncertainty_query_policy,7,120,0.31667,0.32613,0.07500,0.42967,0.46845,0.48377,1.00000,0.35499,0.18333,0.26054,0.28911,0.53903,0.37195
intent_ambiguity,1.0,uncertainty_query_policy,8,120,0.25833,0.27923,0.09167,0.44821,0.42921,0.49014,1.00000,0.36686,0.15000,0.24654,0.27100,0.53155,0.30388
intent_ambiguity,1.0,uncertainty_query_policy,9,120,0.36667,0.36753,0.05000,0.42898,0.45556,0.50965,1.00000,0.35455,0.12500,0.27182,0.31174,0.56481,0.46506
overcorrection_bias,0.0,active_entropy_query_policy,0,120,0.38333,0.48710,0.02500,0.40531,0.29096,0.52391,1.00000,0.33940,0.10000,0.24932,0.24102,0.58716,0.53169
overcorrection_bias,0.0,active_entropy_query_policy,1,120,0.27500,0.34708,0.05000,0.38159,0.33660,0.52868,1.00000,0.32422,0.06667,0.27260,0.25736,0.61531,0.39160
overcorrection_bias,0.0,active_entropy_query_policy,2,120,0.32500,0.42988,0.09167,0.37156,0.34269,0.50515,1.00000,0.31780,0.10000,0.28867,0.26988,0.61621,0.42609
overcorrection_bias,0.0,active_entropy_query_policy,3,120,0.36667,0.49651,0.00833,0.36117,0.33020,0.51147,1.00000,0.31115,0.07500,0.26344,0.25032,0.60721,0.53341
overcorrection_bias,0.0,active_entropy_query_policy,4,120,0.36667,0.48123,0.05000,0.36997,0.33924,0.51602,1.00000,0.31678,0.08333,0.26755,0.23919,0.60555,0.50631
overcorrection_bias,0.0,active_entropy_query_policy,5,120,0.35833,0.47736,0.05000,0.36123,0.36273,0.53498,1.00000,0.31118,0.10833,0.27704,0.24418,0.62264,0.49369
overcorrection_bias,0.0,active_entropy_query_policy,6,120,0.35000,0.44919,0.08333,0.35593,0.35043,0.52310,1.00000,0.30780,0.16667,0.28200,0.24707,0.62464,0.44420
overcorrection_bias,0.0,active_entropy_query_policy,7,120,0.34167,0.45289,0.07500,0.37134,0.32815,0.51388,1.00000,0.31766,0.09167,0.26258,0.25384,0.60780,0.45954
overcorrection_bias,0.0,active_entropy_query_policy,8,120,0.41667,0.53527,0.06667,0.39060,0.33711,0.51030,1.00000,0.32998,0.09167,0.27656,0.26295,0.60767,0.55597
overcorrection_bias,0.0,active_entropy_query_policy,9,120,0.39167,0.48807,0.04167,0.38446,0.33871,0.53434,1.00000,0.32605,0.10000,0.27882,0.25404,0.61730,0.53503
overcorrection_bias,0.0,full_demo_imitation,0,120,0.26667,0.28804,0.06667,0.45064,0.58680,0.56505,1.00000,0.71841,0.10833,0.24557,0.35749,0.51792,0.33206
overcorrection_bias,0.0,full_demo_imitation,1,120,0.24167,0.20124,0.09167,0.42392,0.66852,0.58190,1.00000,0.70131,0.17500,0.26322,0.39046,0.55515,0.26112
overcorrection_bias,0.0,full_demo_imitation,2,120,0.19167,0.18802,0.04167,0.42743,0.62667,0.56581,1.00000,0.70356,0.13333,0.26378,0.39050,0.53780,0.24282
overcorrection_bias,0.0,full_demo_imitation,3,120,0.26667,0.18831,0.06667,0.44090,0.68371,0.56628,1.00000,0.71217,0.19167,0.25681,0.39111,0.49530,0.28610
overcorrection_bias,0.0,full_demo_imitation,4,120,0.32500,0.29541,0.09167,0.46336,0.60346,0.56566,1.00000,0.72655,0.08333,0.24089,0.33236,0.47746,0.38370
overcorrection_bias,0.0,full_demo_imitation,5,120,0.18333,0.20086,0.07500,0.43906,0.67644,0.54114,1.00000,0.71100,0.10000,0.25319,0.36471,0.51119,0.22444
overcorrection_bias,0.0,full_demo_imitation,6,120,0.20000,0.16894,0.11667,0.46150,0.64418,0.53647,1.00000,0.72536,0.06667,0.24866,0.35804,0.48730,0.21930
overcorrection_bias,0.0,full_demo_imitation,7,120,0.31667,0.30212,0.06667,0.46309,0.59871,0.54160,1.00000,0.72638,0.13333,0.23542,0.36438,0.48102,0.37291
overcorrection_bias,0.0,full_demo_imitation,8,120,0.25833,0.21532,0.05000,0.44556,0.62625,0.55575,1.00000,0.71516,0.09167,0.25635,0.38139,0.52810,0.32051
overcorrection_bias,0.0,full_demo_imitation,9,120,0.22500,0.19582,0.04167,0.44785,0.60409,0.58376,1.00000,0.71662,0.11667,0.25577,0.36944,0.53577,0.28418
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,0,120,0.53333,0.70623,0.03333,0.49515,0.16436,0.52319,1.00000,0.39690,0.00000,0.09834,0.13141,0.49769,0.74641
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,1,120,0.40833,0.54574,0.04167,0.47936,0.19615,0.52929,1.00000,0.38679,0.00000,0.12379,0.14756,0.51253,0.58376
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,2,120,0.50833,0.71434,0.04167,0.47312,0.18586,0.50911,1.00000,0.38280,0.00833,0.11318,0.13993,0.51102,0.71600
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,3,120,0.55833,0.82154,0.05000,0.45542,0.19927,0.51075,1.00000,0.37147,0.00833,0.11396,0.13717,0.50618,0.78573
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,4,120,0.47500,0.67539,0.05833,0.45047,0.21221,0.52110,1.00000,0.36830,0.00833,0.11911,0.14123,0.51766,0.66797
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,5,120,0.44167,0.60226,0.05000,0.44627,0.24214,0.53640,1.00000,0.36561,0.01667,0.13537,0.14694,0.52985,0.62327
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,6,120,0.46667,0.62585,0.04167,0.43807,0.23596,0.52421,1.00000,0.36037,0.01667,0.13367,0.14869,0.53674,0.65679
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,7,120,0.45000,0.62396,0.03333,0.45335,0.20587,0.51619,1.00000,0.37014,0.00833,0.11439,0.15372,0.51859,0.64398
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,8,120,0.45833,0.62198,0.07500,0.48502,0.19958,0.51366,1.00000,0.39042,0.00000,0.11429,0.14445,0.51037,0.63089
overcorrection_bias,0.0,minimum_intervention_boundary_learner_v5,9,120,0.43333,0.59274,0.05000,0.47558,0.21513,0.53572,1.00000,0.38437,0.00833,0.12617,0.15152,0.52481,0.61399
overcorrection_bias,0.0,oracle_minimal_correction,0,120,0.65000,0.87299,0.02500,0.53194,0.09337,0.52641,1.00000,0.42044,0.01667,0.35066,0.03511,0.46475,0.89714
overcorrection_bias,0.0,oracle_minimal_correction,1,120,0.60833,0.84421,0.06667,0.53045,0.10599,0.53352,1.00000,0.41949,0.00000,0.35919,0.03418,0.46673,0.83321
overcorrection_bias,0.0,oracle_minimal_correction,2,120,0.64167,0.86883,0.04167,0.51867,0.11331,0.51454,1.00000,0.41195,0.00833,0.36237,0.03598,0.46966,0.88065
overcorrection_bias,0.0,oracle_minimal_correction,3,120,0.59167,0.89401,0.05000,0.49689,0.11655,0.51614,1.00000,0.39801,0.00000,0.35816,0.03702,0.46992,0.83503
overcorrection_bias,0.0,oracle_minimal_correction,4,120,0.58333,0.81409,0.06667,0.49656,0.13200,0.52455,1.00000,0.39780,0.00833,0.37277,0.03474,0.47177,0.79931
overcorrection_bias,0.0,oracle_minimal_correction,5,120,0.57500,0.83243,0.04167,0.49554,0.13679,0.54255,1.00000,0.39714,0.00000,0.37683,0.03382,0.47727,0.81299
overcorrection_bias,0.0,oracle_minimal_correction,6,120,0.55000,0.75141,0.02500,0.49929,0.13884,0.52790,1.00000,0.39954,0.00000,0.38057,0.03507,0.47612,0.77676
overcorrection_bias,0.0,oracle_minimal_correction,7,120,0.57500,0.81125,0.04167,0.50931,0.10009,0.52058,1.00000,0.40596,0.00833,0.34941,0.03506,0.46374,0.80207
overcorrection_bias,0.0,oracle_minimal_correction,8,120,0.60000,0.80103,0.04167,0.53154,0.10972,0.51897,1.00000,0.42019,0.00000,0.36003,0.03580,0.46606,0.82642
overcorrection_bias,0.0,oracle_minimal_correction,9,120,0.59167,0.79475,0.07500,0.53626,0.12436,0.53872,1.00000,0.42320,0.00833,0.36750,0.03527,0.47201,0.79977
overcorrection_bias,0.0,residual_correction_learner,0,120,0.29167,0.35173,0.04167,0.29743,0.61861,0.54807,1.00000,0.27035,0.09167,0.30258,0.38751,0.68390,0.41499
overcorrection_bias,0.0,residual_correction_learner,1,120,0.17500,0.17213,0.03333,0.28553,0.65798,0.52994,1.00000,0.26274,0.11667,0.32345,0.40424,0.70034,0.25495
overcorrection_bias,0.0,residual_correction_learner,2,120,0.25833,0.25170,0.04167,0.27360,0.65922,0.53497,1.00000,0.25511,0.09167,0.33356,0.40921,0.70299,0.35959
overcorrection_bias,0.0,residual_correction_learner,3,120,0.20000,0.20215,0.01667,0.27889,0.67373,0.53246,1.00000,0.25849,0.10000,0.31503,0.39846,0.68328,0.29956
overcorrection_bias,0.0,residual_correction_learner,4,120,0.30000,0.30252,0.06667,0.30165,0.61599,0.54241,1.00000,0.27306,0.11667,0.29215,0.35007,0.66032,0.39046
overcorrection_bias,0.0,residual_correction_learner,5,120,0.15000,0.16644,0.06667,0.28330,0.67248,0.52047,1.00000,0.26131,0.14167,0.31529,0.38152,0.67994,0.20218
overcorrection_bias,0.0,residual_correction_learner,6,120,0.26667,0.26472,0.05000,0.28653,0.65662,0.52635,1.00000,0.26338,0.15833,0.30938,0.37416,0.67682,0.34499
overcorrection_bias,0.0,residual_correction_learner,7,120,0.23333,0.22547,0.05000,0.28871,0.61105,0.52572,1.00000,0.26478,0.09167,0.30196,0.38817,0.68298,0.32185
overcorrection_bias,0.0,residual_correction_learner,8,120,0.26667,0.25824,0.03333,0.28942,0.63084,0.52930,1.00000,0.26523,0.15833,0.31890,0.39589,0.69793,0.35358
overcorrection_bias,0.0,residual_correction_learner,9,120,0.20833,0.24394,0.07500,0.29797,0.62017,0.54695,1.00000,0.27070,0.15833,0.31214,0.37849,0.68601,0.27189
overcorrection_bias,0.0,robust_mpc_correction,0,120,0.58333,0.81699,0.05833,0.58369,0.09790,0.50924,1.00000,0.45356,0.01667,0.02850,0.05702,0.41162,0.79444
overcorrection_bias,0.0,robust_mpc_correction,1,120,0.46667,0.64936,0.03333,0.57638,0.10695,0.51475,1.00000,0.44888,0.03333,0.03775,0.06214,0.41839,0.65050
overcorrection_bias,0.0,robust_mpc_correction,2,120,0.53333,0.76392,0.08333,0.56951,0.10168,0.49402,1.00000,0.44449,0.00833,0.03773,0.05461,0.41651,0.72078
overcorrection_bias,0.0,robust_mpc_correction,3,120,0.61667,0.94654,0.05833,0.54102,0.12051,0.49568,1.00000,0.42625,0.03333,0.04411,0.06152,0.42204,0.85160
overcorrection_bias,0.0,robust_mpc_correction,4,120,0.59167,0.88496,0.03333,0.54257,0.10943,0.50492,1.00000,0.42725,0.01667,0.04569,0.06093,0.42567,0.83206
overcorrection_bias,0.0,robust_mpc_correction,5,120,0.61667,0.91436,0.05833,0.54126,0.11795,0.51896,1.00000,0.42641,0.02500,0.05028,0.06095,0.42955,0.85025
overcorrection_bias,0.0,robust_mpc_correction,6,120,0.57500,0.83607,0.05000,0.54182,0.12576,0.50662,1.00000,0.42676,0.01667,0.05819,0.06002,0.43184,0.79652
overcorrection_bias,0.0,robust_mpc_correction,7,120,0.55000,0.81613,0.04167,0.54546,0.10951,0.49918,1.00000,0.42909,0.01667,0.03980,0.06504,0.42511,0.77006
overcorrection_bias,0.0,robust_mpc_correction,8,120,0.55833,0.77730,0.02500,0.57532,0.10173,0.49905,1.00000,0.44820,0.03333,0.03856,0.05989,0.42105,0.77277
overcorrection_bias,0.0,robust_mpc_correction,9,120,0.54167,0.73384,0.05000,0.58472,0.11519,0.52025,1.00000,0.45422,0.01667,0.04326,0.05762,0.42387,0.74083
overcorrection_bias,0.0,uncertainty_query_policy,0,120,0.34167,0.39136,0.05833,0.42407,0.40720,0.53296,1.00000,0.35140,0.16667,0.26387,0.30258,0.55126,0.43180
overcorrection_bias,0.0,uncertainty_query_policy,1,120,0.35833,0.36661,0.03333,0.39785,0.46254,0.55325,1.00000,0.33462,0.09167,0.28546,0.32202,0.59081,0.48239
overcorrection_bias,0.0,uncertainty_query_policy,2,120,0.30000,0.30576,0.03333,0.40111,0.45981,0.52429,1.00000,0.33671,0.12500,0.30401,0.33611,0.56975,0.39643
overcorrection_bias,0.0,uncertainty_query_policy,3,120,0.30000,0.34798,0.09167,0.39991,0.47482,0.53920,1.00000,0.33594,0.10000,0.28825,0.32368,0.54986,0.38336
overcorrection_bias,0.0,uncertainty_query_policy,4,120,0.26667,0.30747,0.06667,0.41184,0.45223,0.53774,1.00000,0.34358,0.12500,0.27601,0.29400,0.53650,0.34591
overcorrection_bias,0.0,uncertainty_query_policy,5,120,0.31667,0.33109,0.03333,0.39868,0.48136,0.52527,1.00000,0.33515,0.10833,0.28946,0.30661,0.56165,0.42313
overcorrection_bias,0.0,uncertainty_query_policy,6,120,0.34167,0.37518,0.07500,0.41230,0.47276,0.52446,1.00000,0.34387,0.11667,0.28915,0.30852,0.54171,0.43233
overcorrection_bias,0.0,uncertainty_query_policy,7,120,0.38333,0.39744,0.06667,0.40907,0.43755,0.51732,1.00000,0.34180,0.17500,0.27252,0.31041,0.54533,0.46624
overcorrection_bias,0.0,uncertainty_query_policy,8,120,0.30000,0.32788,0.08333,0.42626,0.43673,0.52008,1.00000,0.35280,0.09167,0.28097,0.31851,0.55742,0.38274
overcorrection_bias,0.0,uncertainty_query_policy,9,120,0.32500,0.33663,0.03333,0.41222,0.44170,0.55997,1.00000,0.34382,0.10000,0.28733,0.31135,0.57605,0.43985
overcorrection_bias,0.2,active_entropy_query_policy,0,120,0.38333,0.48319,0.02500,0.38535,0.33875,0.52115,1.00000,0.32662,0.10000,0.27411,0.24901,0.61269,0.53232
overcorrection_bias,0.2,active_entropy_query_policy,1,120,0.31667,0.39296,0.05000,0.36806,0.35237,0.53118,1.00000,0.31556,0.10000,0.27876,0.26382,0.62271,0.43511
overcorrection_bias,0.2,active_entropy_query_policy,2,120,0.34167,0.46469,0.10833,0.38050,0.32574,0.51842,1.00000,0.32352,0.15000,0.25595,0.21957,0.59447,0.42812
overcorrection_bias,0.2,active_entropy_query_policy,3,120,0.42500,0.59916,0.00833,0.38374,0.32666,0.50220,1.00000,0.32559,0.07500,0.26621,0.23452,0.59404,0.61182
overcorrection_bias,0.2,active_entropy_query_policy,4,120,0.38333,0.53688,0.05000,0.38265,0.32769,0.53073,1.00000,0.32489,0.10000,0.26118,0.23512,0.59520,0.53158
overcorrection_bias,0.2,active_entropy_query_policy,5,120,0.41667,0.56288,0.05833,0.42910,0.28489,0.52876,1.00000,0.35462,0.10833,0.23549,0.20069,0.56978,0.56110
overcorrection_bias,0.2,active_entropy_query_policy,6,120,0.36667,0.47328,0.08333,0.39601,0.32120,0.52130,1.00000,0.33344,0.15000,0.27182,0.24498,0.60527,0.46848
overcorrection_bias,0.2,active_entropy_query_policy,7,120,0.28333,0.37714,0.07500,0.36916,0.34369,0.51489,1.00000,0.31626,0.10000,0.26361,0.24422,0.61133,0.38257
overcorrection_bias,0.2,active_entropy_query_policy,8,120,0.38333,0.49421,0.05833,0.38348,0.31990,0.50927,1.00000,0.32543,0.09167,0.26877,0.23468,0.60327,0.51779
overcorrection_bias,0.2,active_entropy_query_policy,9,120,0.35833,0.47096,0.04167,0.38669,0.31640,0.53114,1.00000,0.32748,0.10000,0.25371,0.23187,0.60117,0.49665
overcorrection_bias,0.2,full_demo_imitation,0,120,0.25000,0.23707,0.07500,0.47533,0.65004,0.56380,1.00000,0.73421,0.10000,0.25883,0.37126,0.49643,0.30023
overcorrection_bias,0.2,full_demo_imitation,1,120,0.26667,0.24231,0.06667,0.44859,0.63724,0.56108,1.00000,0.71710,0.19167,0.25649,0.37324,0.52485,0.29856
overcorrection_bias,0.2,full_demo_imitation,2,120,0.30000,0.28947,0.05000,0.45715,0.54790,0.54692,1.00000,0.72257,0.10000,0.21706,0.31844,0.49365,0.37295
overcorrection_bias,0.2,full_demo_imitation,3,120,0.31667,0.27619,0.06667,0.46598,0.58618,0.54687,1.00000,0.72822,0.18333,0.23276,0.33993,0.49192,0.35435
overcorrection_bias,0.2,full_demo_imitation,4,120,0.32500,0.29971,0.04167,0.45583,0.60431,0.55398,1.00000,0.72173,0.10000,0.23971,0.34116,0.50226,0.40592
overcorrection_bias,0.2,full_demo_imitation,5,120,0.25000,0.24831,0.08333,0.50981,0.54663,0.55612,1.00000,0.75628,0.07500,0.21748,0.30924,0.46495,0.30181
overcorrection_bias,0.2,full_demo_imitation,6,120,0.26667,0.24404,0.09167,0.45247,0.57967,0.55238,1.00000,0.71958,0.08333,0.24597,0.36154,0.52680,0.31512
overcorrection_bias,0.2,full_demo_imitation,7,120,0.28333,0.25588,0.06667,0.45345,0.61003,0.55610,1.00000,0.72021,0.16667,0.24573,0.35137,0.50235,0.32329
overcorrection_bias,0.2,full_demo_imitation,8,120,0.34167,0.32522,0.05833,0.47897,0.55633,0.56347,1.00000,0.73654,0.14167,0.23405,0.32774,0.47855,0.40725
overcorrection_bias,0.2,full_demo_imitation,9,120,0.28333,0.25724,0.03333,0.47787,0.57871,0.57026,1.00000,0.73584,0.13333,0.23449,0.34118,0.49489,0.35102
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,0,120,0.49167,0.63419,0.03333,0.47912,0.20485,0.52150,1.00000,0.38664,0.00833,0.12037,0.13923,0.51263,0.68755
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,1,120,0.35000,0.45049,0.03333,0.45793,0.20722,0.53413,1.00000,0.37307,0.01667,0.11793,0.15226,0.52368,0.50594
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,2,120,0.50833,0.73538,0.04167,0.45128,0.21934,0.51776,1.00000,0.36882,0.00833,0.12956,0.13449,0.51629,0.72264
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,3,120,0.50833,0.67259,0.06667,0.46150,0.21398,0.50544,1.00000,0.37536,0.01667,0.12973,0.13905,0.51311,0.69144
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,4,120,0.46667,0.67203,0.06667,0.45883,0.20974,0.53531,1.00000,0.37365,0.00833,0.12392,0.14147,0.51635,0.65611
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,5,120,0.42500,0.58287,0.05000,0.49702,0.19143,0.53414,1.00000,0.39810,0.01667,0.11138,0.11567,0.49961,0.59907
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,6,120,0.47500,0.61576,0.04167,0.48250,0.20722,0.52667,1.00000,0.38880,0.02500,0.12931,0.14607,0.51769,0.65866
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,7,120,0.40833,0.57273,0.03333,0.44947,0.20779,0.51515,1.00000,0.36766,0.01667,0.10825,0.14363,0.52098,0.58881
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,8,120,0.47500,0.65406,0.06667,0.46464,0.20785,0.51405,1.00000,0.37737,0.00833,0.12346,0.13648,0.51905,0.65769
overcorrection_bias,0.2,minimum_intervention_boundary_learner_v5,9,120,0.48333,0.67499,0.05000,0.46971,0.19969,0.53567,1.00000,0.38061,0.00833,0.11662,0.13528,0.51198,0.68161
overcorrection_bias,0.2,oracle_minimal_correction,0,120,0.63333,0.82611,0.02500,0.52264,0.12207,0.52465,1.00000,0.41449,0.00833,0.37091,0.03433,0.47264,0.87293
overcorrection_bias,0.2,oracle_minimal_correction,1,120,0.57500,0.81011,0.06667,0.51372,0.11423,0.54000,1.00000,0.40878,0.00833,0.35851,0.03386,0.46801,0.79143
overcorrection_bias,0.2,oracle_minimal_correction,2,120,0.59167,0.82585,0.03333,0.49284,0.12822,0.52107,1.00000,0.39541,0.01667,0.37847,0.03358,0.47454,0.82503
overcorrection_bias,0.2,oracle_minimal_correction,3,120,0.62500,0.85938,0.05833,0.50811,0.13419,0.51095,1.00000,0.40519,0.00000,0.37955,0.03504,0.47075,0.85546
overcorrection_bias,0.2,oracle_minimal_correction,4,120,0.57500,0.77434,0.06667,0.50951,0.12319,0.54037,1.00000,0.40608,0.00000,0.36843,0.03409,0.47126,0.78623
overcorrection_bias,0.2,oracle_minimal_correction,5,120,0.60000,0.80373,0.04167,0.52386,0.13486,0.54072,1.00000,0.41527,0.01667,0.37863,0.03356,0.47621,0.82590
overcorrection_bias,0.2,oracle_minimal_correction,6,120,0.57500,0.73207,0.02500,0.53715,0.12392,0.53268,1.00000,0.42377,0.00833,0.36786,0.03460,0.47167,0.79449
overcorrection_bias,0.2,oracle_minimal_correction,7,120,0.53333,0.74297,0.04167,0.49855,0.12171,0.51793,1.00000,0.39907,0.00000,0.36699,0.03540,0.47310,0.74815
overcorrection_bias,0.2,oracle_minimal_correction,8,120,0.55000,0.73437,0.05000,0.51090,0.13457,0.51749,1.00000,0.40698,0.00000,0.38021,0.03447,0.47583,0.75831
overcorrection_bias,0.2,oracle_minimal_correction,9,120,0.56667,0.77839,0.08333,0.51410,0.12245,0.54043,1.00000,0.40903,0.00000,0.36483,0.03404,0.47051,0.76996
overcorrection_bias,0.2,residual_correction_learner,0,120,0.24167,0.24391,0.04167,0.29667,0.63302,0.53075,1.00000,0.26987,0.10000,0.31237,0.38013,0.68717,0.33687
overcorrection_bias,0.2,residual_correction_learner,1,120,0.22500,0.23977,0.03333,0.29099,0.63530,0.55399,1.00000,0.26623,0.10833,0.31356,0.39091,0.69415,0.32483
overcorrection_bias,0.2,residual_correction_learner,2,120,0.25833,0.27886,0.04167,0.31815,0.58978,0.55001,1.00000,0.28362,0.11667,0.28557,0.33825,0.64711,0.35644
overcorrection_bias,0.2,residual_correction_learner,3,120,0.23333,0.24764,0.01667,0.30801,0.59610,0.52996,1.00000,0.27712,0.09167,0.28790,0.35166,0.66122,0.34297
overcorrection_bias,0.2,residual_correction_learner,4,120,0.23333,0.26534,0.06667,0.30346,0.61504,0.54120,1.00000,0.27421,0.10833,0.29073,0.35812,0.66514,0.31798
overcorrection_bias,0.2,residual_correction_learner,5,120,0.18333,0.20083,0.05833,0.34393,0.55568,0.52755,1.00000,0.30012,0.14167,0.27957,0.33565,0.64538,0.24486
overcorrection_bias,0.2,residual_correction_learner,6,120,0.25833,0.26259,0.03333,0.29909,0.61283,0.53065,1.00000,0.27142,0.15833,0.31425,0.38642,0.68756,0.34558
overcorrection_bias,0.2,residual_correction_learner,7,120,0.28333,0.32333,0.04167,0.30378,0.61517,0.52641,1.00000,0.27442,0.13333,0.29519,0.36559,0.67001,0.38505
overcorrection_bias,0.2,residual_correction_learner,8,120,0.26667,0.28084,0.03333,0.30139,0.58836,0.52318,1.00000,0.27289,0.15000,0.29816,0.35502,0.67483,0.35859
overcorrection_bias,0.2,residual_correction_learner,9,120,0.26667,0.30188,0.05000,0.31588,0.57775,0.53942,1.00000,0.28216,0.16667,0.28975,0.35725,0.66499,0.35109
overcorrection_bias,0.2,robust_mpc_correction,0,120,0.57500,0.79334,0.06667,0.57466,0.09888,0.50599,1.00000,0.44778,0.01667,0.03909,0.05651,0.41870,0.77676
overcorrection_bias,0.2,robust_mpc_correction,1,120,0.46667,0.65184,0.03333,0.55909,0.09921,0.51758,1.00000,0.43782,0.05000,0.03586,0.05830,0.41860,0.64725
overcorrection_bias,0.2,robust_mpc_correction,2,120,0.56667,0.80890,0.07500,0.54260,0.10282,0.50253,1.00000,0.42726,0.00833,0.04367,0.05413,0.42322,0.77055
overcorrection_bias,0.2,robust_mpc_correction,3,120,0.59167,0.81738,0.06667,0.55767,0.10530,0.48868,1.00000,0.43691,0.04167,0.04342,0.05667,0.41859,0.78995
overcorrection_bias,0.2,robust_mpc_correction,4,120,0.60000,0.86875,0.03333,0.55438,0.10923,0.51921,1.00000,0.43481,0.04167,0.04520,0.05788,0.42393,0.83125
overcorrection_bias,0.2,robust_mpc_correction,5,120,0.61667,0.84432,0.07500,0.58361,0.10394,0.51892,1.00000,0.45351,0.03333,0.03841,0.05015,0.41659,0.82196
overcorrection_bias,0.2,robust_mpc_correction,6,120,0.59167,0.81186,0.03333,0.58620,0.10592,0.51020,1.00000,0.45517,0.02500,0.04266,0.05703,0.42015,0.81279
overcorrection_bias,0.2,robust_mpc_correction,7,120,0.52500,0.77314,0.04167,0.53839,0.11488,0.50043,1.00000,0.42457,0.01667,0.04740,0.06451,0.42729,0.73607
overcorrection_bias,0.2,robust_mpc_correction,8,120,0.55000,0.77750,0.03333,0.55720,0.10542,0.49619,1.00000,0.43661,0.02500,0.04768,0.05589,0.42658,0.76290
overcorrection_bias,0.2,robust_mpc_correction,9,120,0.55833,0.79660,0.05833,0.55444,0.12031,0.51991,1.00000,0.43484,0.02500,0.04919,0.06597,0.42579,0.76556
