split,ablation,seed,rows,task_success,correction_efficiency,damage,intervention_magnitude,boundary_error,intent_preservation,query_rate,human_time,unsafe_override,calibration_error,regret_to_oracle,intervention_sparsity,robust_utility
dynamics_mismatch,minus_intent_preservation,4,168,0.43452,0.57601,0.04762,0.49236,0.17784,0.56752,1.00000,0.39511,0.03571,0.12039,0.12530,0.50244,0.60760
dynamics_mismatch,minus_intent_preservation,5,168,0.48810,0.64391,0.04762,0.51389,0.16885,0.53919,1.00000,0.40889,0.01190,0.12750,0.12237,0.49871,0.67829
dynamics_mismatch,minus_intent_preservation,6,168,0.50595,0.69807,0.05357,0.50646,0.18220,0.55408,1.00000,0.40413,0.03571,0.12136,0.12842,0.50423,0.70073
dynamics_mismatch,minus_intent_preservation,7,168,0.43452,0.57356,0.07143,0.50139,0.17869,0.54220,1.00000,0.40089,0.02976,0.12366,0.11428,0.49934,0.59264
dynamics_mismatch,minus_intent_preservation,8,168,0.52976,0.69168,0.03571,0.50624,0.17955,0.55239,1.00000,0.40399,0.00000,0.12560,0.12423,0.50340,0.74216
dynamics_mismatch,minus_intent_preservation,9,168,0.44643,0.60523,0.04167,0.51462,0.18245,0.55236,1.00000,0.40936,0.02381,0.12890,0.11425,0.49832,0.62955
dynamics_mismatch,minus_minimum_norm_objective,0,168,0.57143,0.76303,0.05952,0.62931,0.11851,0.57333,1.00000,0.48276,0.01190,0.04402,0.05224,0.40464,0.77805
dynamics_mismatch,minus_minimum_norm_objective,1,168,0.56548,0.77226,0.03571,0.59295,0.13311,0.56976,1.00000,0.45949,0.01190,0.05844,0.05642,0.41757,0.78774
dynamics_mismatch,minus_minimum_norm_objective,2,168,0.63690,0.85219,0.06548,0.60492,0.12208,0.56187,1.00000,0.46715,0.02381,0.05617,0.05355,0.41212,0.85630
dynamics_mismatch,minus_minimum_norm_objective,3,168,0.57143,0.78475,0.02381,0.58847,0.13257,0.55267,1.00000,0.45662,0.02381,0.06543,0.06047,0.42663,0.79766
dynamics_mismatch,minus_minimum_norm_objective,4,168,0.55952,0.78200,0.04167,0.57667,0.12016,0.58370,1.00000,0.44907,0.00595,0.05425,0.05941,0.42019,0.78491
dynamics_mismatch,minus_minimum_norm_objective,5,168,0.51190,0.67598,0.04167,0.60068,0.12179,0.55695,1.00000,0.46443,0.04167,0.05882,0.05648,0.41830,0.69971
dynamics_mismatch,minus_minimum_norm_objective,6,168,0.56548,0.76312,0.04167,0.59752,0.13560,0.57261,1.00000,0.46241,0.04167,0.05942,0.05950,0.41901,0.77461
dynamics_mismatch,minus_minimum_norm_objective,7,168,0.62500,0.83029,0.05357,0.58927,0.11890,0.55893,1.00000,0.45714,0.01190,0.05351,0.05009,0.41575,0.84935
dynamics_mismatch,minus_minimum_norm_objective,8,168,0.56548,0.74809,0.04762,0.59172,0.12798,0.57040,1.00000,0.45870,0.02976,0.05908,0.05796,0.42147,0.77155
dynamics_mismatch,minus_minimum_norm_objective,9,168,0.57738,0.77020,0.07738,0.59694,0.14030,0.56964,1.00000,0.46204,0.00000,0.07226,0.05591,0.42272,0.78098
dynamics_mismatch,minus_query_throttling,0,168,0.52381,0.68293,0.05357,0.56764,0.13886,0.57910,1.00000,0.44329,0.01190,0.08553,0.09053,0.46049,0.72122
dynamics_mismatch,minus_query_throttling,1,168,0.48810,0.66449,0.04762,0.52481,0.16131,0.57657,1.00000,0.41588,0.01190,0.10423,0.10040,0.48284,0.68657
dynamics_mismatch,minus_query_throttling,2,168,0.57738,0.74898,0.03571,0.54208,0.15699,0.56837,1.00000,0.42693,0.02976,0.10181,0.09700,0.47058,0.79346
dynamics_mismatch,minus_query_throttling,3,168,0.54167,0.71670,0.01786,0.51725,0.17823,0.55961,1.00000,0.41104,0.02976,0.11918,0.11371,0.49418,0.76068
dynamics_mismatch,minus_query_throttling,4,168,0.54167,0.73847,0.03571,0.51124,0.16537,0.58998,1.00000,0.40719,0.00595,0.10781,0.10857,0.48303,0.76642
dynamics_mismatch,minus_query_throttling,5,168,0.55952,0.74677,0.01190,0.53031,0.16077,0.56356,1.00000,0.41940,0.02976,0.11477,0.10735,0.48301,0.78783
dynamics_mismatch,minus_query_throttling,6,168,0.52976,0.71227,0.04762,0.52560,0.16689,0.57957,1.00000,0.41638,0.02976,0.10663,0.10911,0.48585,0.73426
dynamics_mismatch,minus_query_throttling,7,168,0.54762,0.73504,0.02976,0.51883,0.16378,0.56532,1.00000,0.41205,0.02976,0.10971,0.09709,0.48313,0.76463
dynamics_mismatch,minus_query_throttling,8,168,0.48810,0.64848,0.07143,0.52427,0.17924,0.57692,1.00000,0.41553,0.02976,0.11536,0.11144,0.48655,0.66591
dynamics_mismatch,minus_query_throttling,9,168,0.53571,0.71880,0.02381,0.53277,0.17499,0.57612,1.00000,0.42097,0.01190,0.11604,0.09800,0.48101,0.75814
dynamics_mismatch,minus_safety_override,0,168,0.63690,0.85150,0.07738,0.60067,0.14072,0.57424,1.00000,0.46443,0.07143,0.05884,0.08123,0.42721,0.83911
dynamics_mismatch,minus_safety_override,1,168,0.56548,0.77176,0.06548,0.56213,0.13868,0.57986,1.00000,0.43977,0.04167,0.06719,0.08776,0.44426,0.76736
dynamics_mismatch,minus_safety_override,2,168,0.60714,0.81719,0.05952,0.57948,0.13855,0.56619,1.00000,0.45087,0.07143,0.06434,0.08496,0.43359,0.81097
dynamics_mismatch,minus_safety_override,3,168,0.49405,0.65963,0.08333,0.55636,0.15253,0.56119,1.00000,0.43607,0.02381,0.08083,0.09957,0.45406,0.66520
dynamics_mismatch,minus_safety_override,4,168,0.58929,0.81050,0.06548,0.55033,0.15976,0.59251,1.00000,0.43221,0.04762,0.07224,0.09653,0.44196,0.79989
dynamics_mismatch,minus_safety_override,5,168,0.59524,0.80932,0.02381,0.56622,0.14976,0.56511,1.00000,0.44238,0.07143,0.08182,0.09387,0.44655,0.81679
dynamics_mismatch,minus_safety_override,6,168,0.54167,0.74562,0.05952,0.56614,0.15422,0.58100,1.00000,0.44233,0.04762,0.07018,0.09561,0.44252,0.73917
dynamics_mismatch,minus_safety_override,7,168,0.56548,0.78162,0.02976,0.56288,0.13832,0.56992,1.00000,0.44024,0.05357,0.06363,0.08518,0.43601,0.78304
dynamics_mismatch,minus_safety_override,8,168,0.61310,0.82000,0.06548,0.56352,0.16583,0.57617,1.00000,0.44065,0.06548,0.07739,0.09947,0.44683,0.81853
dynamics_mismatch,minus_safety_override,9,168,0.58333,0.79477,0.05357,0.58556,0.15189,0.57938,1.00000,0.45476,0.04762,0.06876,0.08329,0.42978,0.79334
dynamics_mismatch,preference_only_objective,0,168,0.47024,0.61678,0.06548,0.50385,0.17154,0.55407,0.61310,0.25099,0.01786,0.08749,0.15645,0.52195,0.65371
dynamics_mismatch,preference_only_objective,1,168,0.44048,0.58769,0.05952,0.47900,0.18613,0.55580,0.58929,0.24092,0.04762,0.09663,0.15371,0.52747,0.61327
dynamics_mismatch,preference_only_objective,2,168,0.50595,0.65353,0.04167,0.48543,0.19655,0.54493,0.65476,0.26634,0.05357,0.10237,0.16024,0.52922,0.69838
dynamics_mismatch,preference_only_objective,3,168,0.39286,0.51115,0.06548,0.47212,0.20909,0.53692,0.62500,0.24262,0.07143,0.10392,0.17140,0.53699,0.53699
dynamics_mismatch,preference_only_objective,4,168,0.55357,0.74476,0.08333,0.47005,0.19865,0.56912,0.64881,0.26003,0.03571,0.09498,0.15878,0.52314,0.75253
dynamics_mismatch,preference_only_objective,5,168,0.46429,0.59048,0.03571,0.48286,0.20230,0.54173,0.65476,0.25577,0.02976,0.10304,0.16517,0.52933,0.65267
dynamics_mismatch,preference_only_objective,6,168,0.54762,0.72730,0.07143,0.48219,0.20345,0.55839,0.60714,0.25058,0.04762,0.10771,0.16339,0.52728,0.74483
dynamics_mismatch,preference_only_objective,7,168,0.47024,0.61638,0.07738,0.47702,0.20127,0.54799,0.64881,0.26206,0.04167,0.09858,0.15340,0.52152,0.63946
dynamics_mismatch,preference_only_objective,8,168,0.48214,0.63179,0.02976,0.48263,0.18832,0.55299,0.56548,0.23602,0.05357,0.10014,0.15749,0.52865,0.67836
dynamics_mismatch,preference_only_objective,9,168,0.41667,0.55075,0.03571,0.49670,0.19011,0.55656,0.58333,0.24306,0.07738,0.10041,0.14620,0.51662,0.58484
